cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
0,2,8,3,7,1115,0,13,5,14,0,13,5,3,7,1204,3,7,84
0,2,8,3,7,1243,3,7,1129,14,3,7,1163,0,8,85,0,12,4
3,1,8,3,12,1013,3,7,1258,14,0,8,80,0,13,5,2,6,1144
3,1,8,3,9,1225,3,12,1027,14,0,13,5,3,7,1140,2,6,1273
3,1,8,3,7,960,3,9,1240,14,3,7,1101,3,7,1269,2,11,1042
3,1,8,3,7,1090,3,7,974,14,3,7,1226,3,12,1038,2,8,1255
3,1,8,0,13,5,3,7,1104,14,3,12,1001,3,9,1251,2,6,989
3,1,8,3,4,1038,0,13,5,14,3,9,1208,3,7,985,2,6,1119
0,2,8,3,7,992,3,4,1052,14,3,7,948,3,7,1115,0,12,4
3,1,8,3,3,1129,3,7,1006,14,3,7,1077,0,13,5,2,3,1067
3,1,8,3,7,999,3,3,1144,14,0,13,5,3,4,1063,2,6,1021
3,1,8,3,7,1115,3,7,1013,14,3,4,1026,3,7,1017,2,2,1159
3,1,8,3,7,1166,3,7,1129,14,3,7,980,3,3,1155,2,6,1028
3,1,8,0,7,1121,3,7,1181,14,3,3,1116,3,7,1024,2,6,1144
3,1,8,0,8,239,0,7,1135,14,3,7,987,3,7,1140,2,6,1196
0,1,8,0,13,5,0,8,239,14,3,7,1101,3,7,1192,0,6,1150
0,2,3,1,7,806,0,13,5,14,3,7,1153,0,7,1146,0,7,238
0,2,8,0,13,365,1,7,817,14,0,7,1107,0,8,236,0,12,4
1,0,8,0,18,615,0,13,365,14,0,8,218,0,13,5,2,6,830
0,2,8,2,16,831,0,18,620,14,0,13,5,1,7,828,0,12,364
0,0,8,3,3,924,2,16,843,14,1,7,794,0,13,362,0,17,629
2,0,8,2,7,781,3,3,938,14,0,13,340,0,18,627,2,15,856
3,1,8,0,7,1121,2,7,790,14,0,18,598,2,16,853,2,2,953
2,0,8,0,8,349,0,7,1135,14,2,16,818,3,3,949,2,6,803
0,1,8,0,13,5,0,8,349,14,3,3,912,2,7,801,0,6,1150
0,2,8,3,12,1013,0,13,5,14,2,7,769,0,7,1146,3,7,348
0,2,8,0,8,96,3,12,1027,14,0,7,1107,0,8,346,0,12,4
3,1,8,0,13,5,0,8,96,14,0,8,324,0,13,5,2,11,1042
0,2,3,3,5,1183,0,13,5,14,0,13,5,3,12,1038,0,7,95
0,2,8,3,7,1117,3,5,1198,14,3,12,1001,0,8,96,0,12,4
3,1,8,3,12,1044,3,7,1131,14,0,8,91,0,13,5,2,4,1213
3,1,8,3,7,973,3,12,1058,14,0,13,5,3,5,1209,2,6,1146
3,1,8,3,1,1041,3,7,987,14,3,5,1168,3,7,1142,2,11,1073
3,1,8,0,13,5,3,1,1055,14,3,7,1103,3,12,1069,2,6,1002
3,1,8,1,7,567,0,13,5,14,3,12,1032,3,7,998,2,0,1070
0,2,8,1,11,748,1,7,572,14,3,7,961,3,1,1066,0,12,4
1,0,8,1,7,564,1,11,757,14,3,1,1029,0,13,5,2,6,578
1,0,8,0,13,5,1,7,569,14,0,13,5,1,7,576,2,10,770
1,0,8,3,17,1075,0,13,5,14,1,7,547,1,11,768,2,6,575
0,2,8,3,12,1044,3,17,1089,14,1,11,738,1,7,573,0,12,4
3,1,8,2,7,472,3,12,1058,14,1,7,544,0,13,5,2,16,1104
3,1,8,2,11,797,2,7,475,14,0,13,5,3,17,1100,2,11,1073
2,0,8,3,12,1013,2,11,807,1,3,17,1062,3,12,1069,2,6,481
2,0,8,2,7,793,3,12,1027,8,3,12,1032,2,7,479,2,10,820
3,1,8,3,4,1038,2,7,802,8,2,7,453,2,11,818,2,11,1042
2,0,8,2,7,894,3,4,1052,8,2,11,784,3,12,1038,2,6,815
3,1,8,0,13,5,2,7,906,14,3,12,1001,2,7,813,2,3,1067
2,0,8,3,7,1186,0,13,5,14,2,7,780,3,4,1063,2,6,921
0,2,8,3,12,944,3,7,1201,14,3,4,1026,2,7,917,0,12,4
3,1,8,2,7,544,3,12,958,14,2,7,882,0,13,5,2,6,1216
3,1,8,0,7,1121,2,7,549,14,0,13,5,3,7,1212,2,11,973
2,0,8,0,8,26,0,7,1135,14,3,7,1171,3,12,969,2,6,555
0,1,8,0,13,5,0,8,26,14,3,12,932,2,7,553,0,6,1150
0,2,8,3,17,1009,0,13,5,14,2,7,526,0,7,1146,0,7,25
0,2,8,3,1,1204,3,17,1023,14,0,7,1107,0,8,26,0,12,4
3,1,8,3,7,1066,3,1,1219,14,0,8,25,0,13,5,2,16,1038
3,1,8,0,13,5,3,7,1080,14,0,13,5,3,17,1034,2,0,1234
3,1,8,3,2,1134,0,13,5,14,3,17,997,3,1,1230,2,6,1095
0,2,8,3,10,1203,3,2,1149,14,3,1,1187,3,7,1091,0,12,4
3,1,8,3,7,1097,3,10,1218,14,3,7,1053,0,13,5,2,1,1164
3,1,8,0,13,365,3,7,1111,14,0,13,5,3,2,1160,2,9,1233
3,1,8,0,13,1,0,13,365,14,3,2,1121,3,10,1229,2,6,1126
0,2,8,3,12,1044,0,13,1,14,3,10,1186,3,7,1122,0,12,364
0,2,8,3,7,1188,3,12,1058,14,3,7,1083,0,13,362,0,12,0
3,1,8,3,12,1013,3,7,1203,14,0,13,340,0,13,1,2,11,1073
3,1,8,0,8,316,3,12,1027,14,0,13,1,3,12,1069,2,6,1218
3,1,8,0,13,3,0,8,316,14,3,12,1032,3,7,1214,2,11,1042
0,2,2,3,7,1182,0,13,3,14,3,7,1173,3,12,1038,3,7,315
0,2,8,0,13,4,3,7,1197,14,3,12,1001,0,8,313,0,12,2
3,1,8,3,7,1077,0,13,4,14,0,8,292,0,13,3,2,6,1212
0,2,8,3,1,1207,3,7,1091,14,0,13,3,3,7,1208,0,12,3
3,1,8,0,13,1,3,1,1222,14,3,7,1167,0,13,4,2,6,1106
3,1,8,0,13,5,0,13,1,14,0,13,4,3,7,1102,2,0,1237
0,2,8,0,7,1091,0,13,5,14,3,7,1064,3,1,1233,0,12,0
0,2,8,0,13,365,0,7,1105,14,3,1,1190,0,13,1,0,12,4
0,1,8,0,13,1,0,13,365,14,0,13,1,0,13,5,0,6,1120
0,2,8,3,12,1044,0,13,1,14,0,13,5,0,7,1116,0,12,364
0,2,8,3,7,1188,3,12,1058,14,0,7,1078,0,13,362,0,12,0
3,1,8,3,12,1013,3,7,1203,14,0,13,340,0,13,1,2,11,1073
3,1,8,0,8,316,3,12,1027,14,0,13,1,3,12,1069,2,6,1218
3,1,8,0,13,3,0,8,316,14,3,12,1032,3,7,1214,2,11,1042
0,2,2,3,7,1182,0,13,3,14,3,7,1173,3,12,1038,3,7,315
0,2,8,0,13,4,3,7,1197,14,3,12,1001,0,8,313,0,12,2
3,1,8,3,7,1077,0,13,4,14,0,8,292,0,13,3,2,6,1212
0,2,8,3,1,1207,3,7,1091,14,0,13,3,3,7,1208,0,12,3
3,1,8,3,12,979,3,1,1222,14,3,7,1167,0,13,4,2,6,1106
3,1,8,2,7,512,3,12,993,14,0,13,4,3,7,1102,2,0,1237
3,1,8,2,7,559,2,7,517,14,3,7,1064,3,1,1233,2,11,1008
2,0,8,0,13,1,2,7,564,14,3,1,1190,3,12,1004,2,6,523
2,0,8,0,13,5,0,13,1,14,3,12,967,2,7,521,2,6,570
0,2,8,3,15,1208,0,13,5,14,2,7,495,2,7,568,0,12,0
0,2,8,3,3,1136,3,15,1223,14,2,7,540,0,13,1,0,12,4
3,1,8,3,7,1040,3,3,1151,14,0,13,1,0,13,5,2,14,1238
3,1,8,3,7,1064,3,7,1054,14,0,13,5,3,15,1234,2,2,1166
3,1,8,3,3,924,3,7,1078,14,3,15,1191,3,3,1162,2,6,1069
3,1,8,3,16,1143,3,3,938,14,3,3,1123,3,7,1065,2,6,1093
3,1,8,3,17,1009,3,16,1158,14,3,7,1028,3,7,1089,2,2,953
3,1,8,3,7,1012,3,17,1023,14,3,7,1051,3,3,949,2,15,1173
3,1,8,3,12,1013,3,7,1026,14,3,3,912,3,16,1169,2,16,1038
3,1,8,3,7,1176,3,12,1027,14,3,16,1130,3,17,1034,2,6,1041
3,1,8,3,17,1009,3,7,1191,14,3,17,997,3,7,1037,2,11,1042
3,1,8,3,7,1156,3,17,1023,14,3,7,1000,3,12,1038,2,6,1206
3,1,8,0,13,7,3,7,1171,14,3,12,1001,3,7,1202,2,16,1038
3,1,8,0,0,0,0,13,7,14,3,7,1162,3,17,1034,2,6,1186
0,2,8,0,0,0,0,0,0,14,3,17,997,3,7,1182,0,12,6
1,0,8,2,14,575,0,13,6,14,0,0,0,0,0,0,2,0,633
0,2,8,3,17,1099,2,14,580,14,0,0,0,1,1,631,0,12,5
2,0,8,3,3,1136,3,17,1113,14,1,1,601,0,13,6,2,13,587
3,1,8,3,2,1017,3,3,1151,14,0,13,6,2,14,585,2,16,1128
3,1,8,3,7,1231,3,2,1031,14,2,14,556,3,17,1124,2,2,1166
3,1,8,3,17,1009,3,7,1246,14,3,17,1085,3,3,1162,2,1,1046
3,1,8,3,17,1187,3,17,1023,14,3,3,1123,3,2,1042,2,6,1261
3,1,8,2,7,781,3,17,1202,14,3,2,1005,3,7,1257,2,16,1038
3,1,8,0,13,7,2,7,790,14,3,7,1214,3,17,1034,2,16,1217
2,0,8,0,0,0,0,13,7,14,3,17,997,3,17,1213,2,6,803
0,2,8,0,0,0,0,0,0,14,3,17,1172,2,7,801,0,12,6
1,0,8,1,7,384,1,7,813,14,0,0,0,0,0,0,2,6,510
1,0,8,2,11,823,1,7,384,14,0,0,0,1,7,508,2,6,826
1,0,8,0,0,0,2,11,835,14,1,7,482,1,7,824,2,6,387
2,0,8,0,0,0,0,0,0,14,1,7,790,1,7,385,2,10,848
1,0,8,1,7,535,1,11,498,3,0,0,0,0,0,0,2,10,719
1,0,8,1,7,622,1,7,540,10,0,0,0,1,11,717,2,10,504
1,0,8,1,11,561,1,7,627,10,1,11,687,1,11,502,2,6,546
1,0,8,1,7,508,1,11,566,10,1,11,476,1,7,544,2,6,636
1,0,8,1,7,541,1,7,513,10,1,7,517,1,7,634,2,10,572
1,0,8,1,7,839,1,7,546,10,1,7,604,1,11,570,2,6,519
1,0,8,1,7,429,1,7,851,10,1,11,541,1,7,517,2,6,552
1,0,8,1,7,500,1,7,431,10,1,7,491,1,7,550,2,6,865
1,0,8,1,7,372,1,7,503,10,1,7,523,1,7,862,2,6,435
1,0,8,1,11,764,1,7,372,10,1,7,827,1,7,433,2,6,509
1,0,8,0,7,734,1,11,773,10,1,7,410,1,7,507,2,6,373
1,0,8,0,8,304,0,7,742,10,1,7,481,1,7,371,2,10,786
0,0,8,0,13,5,0,8,304,10,1,7,349,1,11,784,0,6,755
0,2,8,1,7,500,0,13,5,14,1,11,753,0,7,753,3,7,303
0,2,8,0,7,12,1,7,503,14,0,7,723,0,8,301,0,12,4
1,0,8,1,7,500,0,7,12,14,0,8,280,0,13,5,2,6,509
0,2,2,1,7,371,1,7,503,5,0,13,5,1,7,507,3,6,11
1,0,6,1,7,500,1,7,371,12,1,7,481,0,7,12,2,6,509
1,0,6,0,8,217,1,7,503,12,0,7,12,1,7,507,2,6,371
1,0,6,0,13,7,0,8,217,12,1,7,481,1,7,369,2,6,509
0,2,6,0,0,0,0,13,7,12,1,7,347,1,7,507,3,7,216
0,2,8,0,0,0,0,0,0,14,1,7,481,0,8,215,0,12,6
1,0,8,1,7,508,0,7,512,14,0,0,0,0,0,0,2,2,367
0,0,8,1,7,622,1,7,513,14,0,0,0,1,3,365,0,6,518
1,0,8,1,11,561,1,7,627,14,1,3,343,0,7,516,2,6,519
1,0,8,1,7,508,1,11,566,3,0,7,490,1,7,517,2,6,636
1,0,8,1,7,541,1,7,513,10,1,7,491,1,7,634,2,10,572
1,0,8,1,7,839,1,7,546,10,1,7,604,1,11,570,2,6,519
1,0,8,0,13,6,1,7,851,10,1,11,541,1,7,517,2,6,552
1,0,8,1,7,429,0,13,6,10,1,7,491,1,7,550,2,6,865
0,2,8,1,7,500,1,7,431,14,1,7,523,1,7,862,0,12,5
1,0,8,1,7,372,1,7,503,14,1,7,827,0,13,6,2,6,435
1,0,8,0,13,5,1,7,372,14,0,13,6,1,7,433,2,6,509
1,0,8,3,7,1115,0,13,5,14,1,7,410,1,7,507,2,6,373
0,2,8,3,7,1243,3,7,1129,14,1,7,481,1,7,371,0,12,4
3,1,8,3,12,1013,3,7,1258,14,1,7,349,0,13,5,2,6,1144
3,1,8,3,9,1225,3,12,1027,14,0,13,5,3,7,1140,2,6,1273
3,1,8,3,7,960,3,9,1240,14,3,7,1101,3,7,1269,2,11,1042
3,1,8,3,7,1090,3,7,974,14,3,7,1226,3,12,1038,2,8,1255
3,1,8,0,13,5,3,7,1104,14,3,12,1001,3,9,1251,2,6,989
3,1,8,3,14,1197,0,13,5,14,3,9,1208,3,7,985,2,6,1119
0,2,8,0,13,365,3,14,1212,14,3,7,948,3,7,1115,0,12,4
3,1,8,0,13,6,0,13,365,14,3,7,1077,0,13,5,2,13,1227
0,2,8,2,16,517,0,13,6,14,0,13,5,3,14,1223,0,12,364
0,2,8,3,5,1183,2,16,522,14,3,14,1181,0,13,362,0,12,5
2,0,8,3,3,1129,3,5,1198,14,0,13,340,0,13,6,2,15,528
3,1,8,3,7,1211,3,3,1144,14,0,13,6,2,16,526,2,4,1213
3,1,8,1,18,647,3,7,1226,14,2,16,500,3,5,1209,2,2,1159
3,1,8,1,7,811,1,18,653,14,3,5,1168,3,3,1155,2,6,1241
1,0,8,1,11,762,1,7,822,14,3,3,1116,3,7,1237,2,17,663
1,0,8,1,11,766,1,11,771,14,3,7,1194,1,18,661,2,6,835
1,0,8,0,13,5,1,11,775,14,1,18,631,1,7,833,2,10,784
1,0,8,2,11,713,0,13,5,14,1,7,799,1,11,782,2,10,788
0,2,8,1,11,844,2,11,720,14,1,11,751,1,11,786,0,12,4
2,0,8,0,7,1122,1,11,856,14,1,11,755,0,13,5,2,10,732
1,0,8,0,8,101,0,7,1136,14,0,13,5,2,11,730,2,10,871
0,1,8,0,13,5,0,8,101,14,2,11,700,1,11,868,0,6,1151
0,2,8,2,11,410,0,13,5,14,1,11,833,0,7,1147,3,7,100
0,2,8,3,12,1044,2,11,411,14,0,7,1108,0,8,101,0,12,4
2,0,8,2,7,391,3,12,1058,14,0,8,95,0,13,5,2,10,415
3,1,8,0,13,5,2,7,391,14,0,13,5,2,11,413,2,11,1073
2,0,0,3,12,1222,0,13,5,1,2,11,390,3,12,1069,2,6,394
0,2,8,3,7,1188,3,12,1237,14,3,12,1032,2,7,392,0,12,4
3,1,8,3,12,1013,3,7,1203,14,2,7,370,0,13,5,2,11,1252
3,1,8,3,7,1233,3,12,1027,14,0,13,5,3,12,1248,2,6,1218
3,1,8,3,12,1013,3,7,1248,14,3,12,1205,3,7,1214,2,11,1042
3,1,8,0,8,316,3,12,1027,14,3,7,1173,3,12,1038,2,6,1263
3,1,8,3,7,1077,0,8,316,14,3,12,1001,3,7,1259,2,11,1042
0,2,3,3,1,1207,3,7,1091,5,3,7,1216,3,12,1038,3,7,315
3,1,7,0,13,5,3,1,1222,12,3,12,1001,0,8,313,2,6,1106
3,1,8,3,7,1059,0,13,5,14,0,8,292,3,7,1102,2,0,1237
0,2,8,3,9,1225,3,7,1073,14,3,7,1064,3,1,1233,0,12,4
3,1,8,3,7,957,3,9,1240,14,3,1,1190,0,13,5,2,6,1088
3,1,8,3,7,1110,3,7,971,14,0,13,5,3,7,1084,2,8,1255
3,1,8,2,11,478,3,7,1124,14,3,7,1046,3,9,1251,2,6,986
3,1,8,2,7,601,2,11,481,14,3,9,1208,3,7,982,2,6,1139
2,0,1,3,12,1013,2,7,606,1,3,7,945,3,7,1135,2,10,487
2,0,5,2,7,605,3,12,1027,8,3,7,1096,2,11,485,2,6,614
3,1,5,3,17,1033,2,7,610,8,2,11,459,2,7,612,2,11,1042
2,0,5,2,7,452,3,17,1047,8,2,7,583,3,12,1038,2,6,618
3,1,5,0,13,5,2,7,455,8,3,12,1001,2,7,616,2,16,1062
2,0,5,3,12,1013,0,13,5,8,2,7,587,3,17,1058,2,6,461
0,2,8,3,1,1205,3,12,1027,14,3,17,1021,2,7,459,0,12,4
3,1,8,3,2,1259,3,1,1220,14,2,7,433,0,13,5,2,11,1042
3,1,8,0,7,1219,3,2,1274,14,0,13,5,3,12,1038,2,0,1235
3,1,8,0,13,5,0,7,1234,14,3,12,1001,3,1,1231,2,1,1289
0,1,8,3,7,1115,0,13,5,14,3,1,1188,3,2,1285,0,6,1249
0,2,8,3,7,1080,3,7,1129,14,3,2,1242,0,7,1245,0,12,4
3,1,8,3,12,1013,3,7,1094,14,0,7,1202,0,13,5,2,6,1144
3,1,8,0,7,351,3,12,1027,14,0,13,5,3,7,1140,2,6,1109
3,1,8,3,2,1260,0,7,351,14,3,7,1101,3,7,1105,2,11,1042
0,2,2,0,7,116,3,2,1275,5,3,7,1067,3,12,1038,1,6,350
3,1,8,3,4,1038,0,7,116,14,3,12,1001,0,7,348,2,1,1290
0,2,2,3,7,1011,3,4,1052,5,0,7,326,3,2,1286,1,6,115
3,1,8,0,7,129,3,7,1025,14,3,2,1243,0,7,116,2,3,1067
3,1,8,3,2,1260,0,7,129,14,0,7,109,3,4,1063,2,6,1040
0,2,2,0,7,163,3,2,1275,5,3,4,1026,3,7,1036,1,6,128
3,1,8,0,13,7,0,7,163,14,3,7,999,0,7,128,2,1,1290
0,2,2,0,0,0,0,13,7,5,0,7,119,3,2,1286,1,6,162
0,2,8,0,0,0,0,0,0,14,3,2,1243,0,7,162,0,12,6
1,0,8,1,7,840,1,7,913,14,0,0,0,0,0,0,2,10,707
1,0,8,1,7,879,1,7,852,14,0,0,0,1,11,705,2,6,928
1,0,8,0,11,522,1,7,891,14,1,11,675,1,7,924,2,6,866
1,0,8,2,11,780,0,11,527,14,1,7,888,1,7,863,2,6,906
0,0,8,0,13,7,2,11,789,14,1,7,828,1,7,903,0,10,533
2,0,8,0,7,1121,0,13,7,14,1,7,868,0,11,531,2,10,802
0,2,8,0,8,90,0,7,1135,14,0,11,505,2,11,800,0,12,6
0,1,8,0,13,5,0,8,90,14,2,11,768,0,13,7,0,6,1150
0,2,8,3,12,1013,0,13,5,14,0,13,7,0,7,1146,0,7,89
0,2,8,0,8,51,3,12,1027,14,0,7,1107,0,8,90,0,12,4
3,1,8,0,13,6,0,8,51,14,0,8,85,0,13,5,2,11,1042
0,2,2,1,7,510,0,13,6,5,0,13,5,3,12,1038,0,7,50
0,2,8,3,12,1013,1,7,515,14,3,12,1001,0,8,51,0,12,5
1,0,8,0,8,60,3,12,1027,14,0,8,50,0,13,6,2,6,521
3,1,8,1,2,1255,0,8,60,14,0,13,6,1,7,519,2,11,1042
0,2,2,1,11,439,1,2,1270,5,1,7,493,3,12,1038,0,7,59
1,0,8,3,12,1140,1,11,442,14,3,12,1001,0,8,60,2,1,1285
1,0,8,3,7,1172,3,12,1155,14,0,8,59,1,2,1281,2,10,447
3,1,8,0,13,7,3,7,1187,14,1,2,1238,1,11,445,2,11,1170
3,1,8,0,0,0,0,13,7,14,1,11,420,3,12,1166,2,6,1202
0,2,8,0,0,0,0,0,0,14,3,12,1127,3,7,1198,0,12,6
2,0,8,0,7,921,0,13,5,14,0,0,0,0,0,0,2,11,561
0,2,8,0,13,7,0,7,935,14,0,0,0,2,12,559,0,12,4
0,2,8,0,7,923,0,13,7,14,2,12,532,0,13,5,0,6,950
0,2,8,1,11,689,0,7,937,14,0,13,5,0,7,946,0,12,6
0,2,8,1,7,901,1,11,696,14,0,7,909,0,13,7,0,6,952
1,0,8,1,7,840,1,7,913,14,0,13,7,0,7,948,2,10,707
1,0,8,1,7,879,1,7,852,14,0,7,911,1,11,705,2,6,928
1,0,8,0,11,522,1,7,891,14,1,11,675,1,7,924,2,6,866
1,0,8,2,11,780,0,11,527,14,1,7,888,1,7,863,2,6,906
0,0,8,0,13,7,2,11,789,14,1,7,828,1,7,903,0,10,533
2,0,8,0,7,1121,0,13,7,14,1,7,868,0,11,531,2,10,802
0,2,8,0,8,90,0,7,1135,14,0,11,505,2,11,800,0,12,6
0,1,8,0,13,5,0,8,90,14,2,11,768,0,13,7,0,6,1150
0,2,8,3,12,1013,0,13,5,14,0,13,7,0,7,1146,0,7,89
0,2,8,0,8,51,3,12,1027,14,0,7,1107,0,8,90,0,12,4
3,1,8,0,13,6,0,8,51,14,0,8,85,0,13,5,2,11,1042
0,2,2,1,7,510,0,13,6,5,0,13,5,3,12,1038,0,7,50
0,2,8,3,12,1013,1,7,515,14,3,12,1001,0,8,51,0,12,5
1,0,8,0,8,60,3,12,1027,14,0,8,50,0,13,6,2,6,521
3,1,8,0,0,0,0,8,60,14,0,13,6,1,7,519,2,11,1042
0,2,2,0,0,0,0,0,0,5,1,7,493,3,12,1038,0,7,59
1,0,8,1,7,535,1,11,498,3,0,0,0,0,0,0,2,10,719
1,0,8,1,11,764,1,7,540,10,0,0,0,1,11,717,2,10,504
1,0,8,0,7,734,1,11,773,10,1,11,687,1,11,502,2,6,546
1,0,8,0,8,104,0,7,742,10,1,11,476,1,7,544,2,10,786
0,0,8,0,13,5,0,8,104,10,1,7,517,1,11,784,0,6,755
0,2,3,1,7,500,0,13,5,14,1,11,753,0,7,753,3,7,103
0,2,8,0,8,301,1,7,503,14,0,7,723,0,8,104,0,12,4
1,0,8,1,7,500,0,8,301,14,0,8,98,0,13,5,2,6,509
0,2,2,1,11,642,1,7,503,5,0,13,5,1,7,507,3,7,300
1,0,6,1,7,500,1,11,647,12,1,7,481,0,8,298,2,6,509
1,0,6,0,8,216,1,7,503,12,0,8,277,1,7,507,2,10,657
1,0,6,0,13,7,0,8,216,12,1,7,481,1,11,655,2,6,509
0,2,6,0,0,0,0,13,7,12,1,11,625,1,7,507,3,7,215
0,2,8,0,0,0,0,0,0,14,1,7,481,0,8,214,0,12,6
1,0,8,1,7,508,1,11,815,14,0,0,0,0,0,0,2,2,759
1,0,8,1,7,622,1,7,513,14,0,0,0,1,3,757,2,10,828
1,0,8,1,11,561,1,7,627,14,1,3,727,1,11,826,2,6,519
1,0,8,1,7,500,1,11,566,3,1,11,792,1,7,517,2,6,636
1,0,8,1,7,535,1,7,503,10,1,7,491,1,7,634,2,10,572
1,0,8,0,13,5,1,7,540,10,1,7,604,1,11,570,2,6,509
1,0,8,1,11,443,0,13,5,10,1,11,541,1,7,507,2,6,546
0,2,8,1,4,531,1,11,446,14,1,7,481,1,7,544,0,12,4
1,0,1,1,11,880,1,4,536,14,1,7,517,0,13,5,2,10,451
1,0,8,1,7,508,1,11,892,14,0,13,5,1,11,449,2,3,542
1,0,8,1,7,541,1,7,513,14,1,11,424,1,4,540,2,10,907
1,0,8,1,7,839,1,7,546,14,1,4,513,1,11,904,2,6,519
1,0,8,0,13,5,1,7,851,14,1,11,869,1,7,517,2,6,552
1,0,8,3,17,1116,0,13,5,14,1,7,491,1,7,550,2,6,865
0,2,8,3,2,959,3,17,1130,14,1,7,523,1,7,862,0,12,4
3,1,8,3,17,1009,3,2,973,14,1,7,827,0,13,5,2,16,1145
3,1,8,2,7,781,3,17,1023,14,0,13,5,3,17,1141,2,1,988
3,1,8,1,11,695,2,7,790,14,3,17,1102,3,2,984,2,16,1038
2,0,8,0,7,1121,1,11,702,3,3,2,947,3,17,1034,2,6,803
1,0,8,0,7,273,0,7,1135,10,3,17,997,2,7,801,2,10,714
0,1,8,0,13,5,0,7,273,14,2,7,769,1,11,712,0,6,1150
0,2,8,3,12,1013,0,13,5,14,1,11,682,0,7,1146,3,6,272
0,2,8,0,8,262,3,12,1027,14,0,7,1107,0,7,270,0,12,4
3,1,8,0,13,5,0,8,262,14,0,7,250,0,13,5,2,11,1042
0,2,2,3,17,1174,0,13,5,14,0,13,5,3,12,1038,0,7,261
0,2,8,3,7,1115,3,17,1189,14,3,12,1001,0,8,259,0,12,4
3,1,8,2,7,526,3,7,1129,14,0,8,241,0,13,5,2,16,1204
3,1,8,2,11,743,2,7,531,14,0,13,5,3,17,1200,2,6,1144
2,0,0,3,17,1009,2,11,752,1,3,17,1160,3,7,1140,2,6,537
2,0,4,2,7,898,3,17,1023,8,3,7,1101,2,7,535,2,10,765
3,1,4,3,12,1013,2,7,910,8,2,7,509,2,11,763,2,16,1038
2,0,4,0,7,266,3,12,1027,8,2,11,733,3,17,1034,2,6,925
3,1,4,0,13,5,0,7,266,14,3,17,997,2,7,921,2,11,1042
0,2,4,3,7,1115,0,13,5,14,2,7,885,3,12,1038,0,6,265
0,2,8,3,7,1243,3,7,1129,14,3,12,1001,0,7,263,0,12,4
3,1,8,3,12,1013,3,7,1258,14,0,7,244,0,13,5,2,6,1144
3,1,8,3,9,1225,3,12,1027,14,0,13,5,3,7,1140,2,6,1273
3,1,8,3,7,960,3,9,1240,14,3,7,1101,3,7,1269,2,11,1042
3,1,8,3,7,1090,3,7,974,14,3,7,1226,3,12,1038,2,8,1255
3,1,8,0,13,5,3,7,1104,14,3,12,1001,3,9,1251,2,6,989
3,1,8,3,7,992,0,13,5,14,3,9,1208,3,7,985,2,6,1119
0,2,8,3,3,1129,3,7,1006,14,3,7,948,3,7,1115,0,12,4
3,1,8,3,7,999,3,3,1144,14,3,7,1077,0,13,5,2,6,1021
3,1,8,3,7,1115,3,7,1013,14,0,13,5,3,7,1017,2,2,1159
3,1,8,2,15,715,3,7,1129,14,3,7,980,3,3,1155,2,6,1028
3,1,8,0,7,1121,2,15,722,14,3,3,1116,3,7,1024,2,6,1144
2,0,8,0,8,21,0,7,1135,1,3,7,987,3,7,1140,2,14,735
0,1,8,0,13,6,0,8,21,14,3,7,1101,2,15,733,0,6,1150
0,2,8,1,11,504,0,13,6,14,2,15,703,0,7,1146,0,7,20
0,2,8,0,13,5,1,11,507,14,0,7,1107,0,8,21,0,12,5
1,0,8,1,7,806,0,13,5,14,0,8,20,0,13,6,2,10,513
0,2,8,0,13,365,1,7,817,14,0,13,6,1,11,511,0,12,4
1,0,8,2,16,516,0,13,365,14,1,11,485,0,13,5,2,6,830
0,2,8,3,3,1129,2,16,521,14,0,13,5,1,7,828,0,12,364
2,0,8,3,7,1211,3,3,1144,14,1,7,794,0,13,362,2,15,527
3,1,8,1,11,746,3,7,1226,14,0,13,340,2,16,525,2,2,1159
3,1,8,1,7,388,1,11,755,14,2,16,499,3,3,1155,2,6,1241
1,0,8,1,7,749,1,7,388,14,3,3,1116,3,7,1237,2,10,768
1,0,8,1,7,500,1,7,758,14,3,7,1194,1,11,766,2,6,391
1,0,8,1,11,703,1,7,503,14,1,11,736,1,7,389,2,6,771
1,0,8,0,13,5,1,11,710,14,1,7,367,1,7,769,2,6,509
1,0,8,3,7,1102,0,13,5,14,1,7,739,1,7,507,2,10,722
0,2,8,1,11,844,3,7,1116,14,1,7,481,1,11,720,0,12,4
3,1,8,0,8,272,1,11,856,14,1,11,690,0,13,5,2,6,1131
1,0,8,0,13,5,0,8,272,14,0,13,5,3,7,1127,2,10,871
0,2,2,3,12,1140,0,13,5,14,3,7,1088,1,11,868,3,7,271
0,2,8,3,16,1227,3,12,1155,14,1,11,833,0,8,269,0,12,4
3,1,8,3,3,924,3,16,1242,14,0,8,249,0,13,5,2,11,1170
3,1,8,2,7,521,3,3,938,14,0,13,5,3,12,1166,2,15,1257
3,1,8,3,12,1013,2,7,526,14,3,12,1127,3,16,1253,2,2,953
2,0,8,2,7,605,3,12,1027,14,3,16,1210,3,3,949,2,6,532
3,1,8,3,12,1013,2,7,610,14,3,3,912,2,7,530,2,11,1042
2,0,8,2,7,775,3,12,1027,14,2,7,504,3,12,1038,2,6,618
