cap,ini,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
3,1,0,7,1423,3,18,649,15,3,5,1338,3,3,1286,2,6,782
3,1,0,7,1652,0,7,1467,15,3,3,1223,3,7,779,2,17,737
0,1,3,2,1111,0,7,1704,15,3,7,740,3,18,734,0,6,1555
0,1,3,7,1342,3,2,1143,15,3,18,698,0,7,1551,0,6,1792
3,1,0,14,7,3,7,1382,15,0,7,1473,0,7,1787,2,1,1231
3,1,0,0,0,0,14,7,15,0,7,1697,3,2,1227,2,6,1470
0,2,0,0,0,0,0,0,15,3,2,1168,3,7,1466,0,13,6
2,0,3,13,1219,3,7,621,15,0,0,0,0,0,0,2,6,212
3,1,3,17,1227,3,13,1254,15,0,0,0,2,7,210,2,6,709
3,1,3,13,637,3,17,1262,15,2,7,203,3,7,706,2,12,1342
3,1,3,3,1605,3,13,655,15,3,7,671,3,13,1338,2,16,1350
3,1,3,7,1237,3,3,1656,15,3,13,1272,3,17,1346,2,12,743
3,1,0,7,1181,3,7,1272,15,3,17,1280,3,13,740,2,2,1744
3,1,3,13,1288,0,7,1214,15,3,13,703,3,3,1740,2,6,1360
0,1,3,9,368,3,13,1326,15,3,3,1651,3,7,1356,0,6,1302
3,1,3,7,1587,3,9,378,15,3,7,1290,0,7,1298,2,12,1414
3,1,3,18,631,3,7,1638,15,0,7,1235,3,13,1410,2,8,466
3,1,0,7,1423,3,18,649,15,3,13,1341,3,9,463,2,6,1726
3,1,0,14,5,0,7,1467,15,3,9,442,3,7,1722,2,17,737
0,1,3,3,1169,0,14,5,15,3,7,1635,3,18,734,0,6,1555
0,2,3,5,1382,3,3,1202,15,3,18,698,0,7,1551,0,13,4
3,1,3,11,1151,3,5,1423,15,0,7,1473,0,14,5,2,2,1290
3,1,3,15,866,3,11,1184,15,0,14,5,3,3,1286,2,4,1511
3,1,3,17,1110,3,15,893,15,3,3,1223,3,5,1507,2,10,1272
3,1,3,13,637,3,17,1142,15,3,5,1432,3,11,1268,2,14,981
3,1,0,7,951,3,13,655,15,3,11,1206,3,15,977,2,16,1230
3,1,3,13,749,0,7,980,15,3,15,929,3,17,1226,2,12,743
0,1,0,7,1433,3,13,771,15,3,17,1167,3,13,740,0,6,1068
3,1,3,3,337,0,7,1477,15,3,13,703,0,7,1064,2,12,859
0,1,3,9,1152,3,3,345,15,0,7,1013,3,13,856,0,6,1565
3,1,3,7,946,3,9,1185,15,3,13,813,0,7,1561,2,2,433
3,1,3,3,337,3,7,975,15,0,7,1482,3,3,430,2,8,1273
3,1,2,12,214,3,3,345,15,3,3,410,3,9,1269,2,6,1063
3,1,0,14,7,2,12,219,15,3,9,1207,3,7,1059,2,2,433
2,0,0,0,0,0,14,7,15,3,7,1009,3,3,430,2,11,263
0,2,0,0,0,0,0,0,15,3,3,410,2,12,261,0,13,6
2,0,3,3,1605,3,2,1081,15,0,0,0,0,0,0,2,14,202
3,1,3,7,690,3,3,1656,15,0,0,0,2,15,200,2,1,1169
3,1,3,4,734,3,7,710,15,2,15,193,3,2,1165,2,2,1744
3,1,3,15,407,3,4,756,15,3,2,1111,3,3,1740,2,6,798
3,1,3,13,1219,3,15,417,15,3,3,1651,3,7,795,2,3,844
3,1,3,17,564,3,13,1254,15,3,7,756,3,4,841,2,14,505
3,1,3,9,368,3,17,581,15,3,4,800,3,15,502,2,12,1342
3,1,0,14,2,3,9,378,15,3,15,480,3,13,1338,2,16,669
3,1,3,7,1383,0,14,2,15,3,13,1272,3,17,666,2,8,466
0,2,0,14,2,3,7,1424,15,3,17,636,3,9,463,0,13,1
3,1,3,7,633,0,14,2,15,3,9,442,0,14,2,2,6,1512
0,2,0,14,7,3,7,651,15,0,14,2,3,7,1508,0,13,1
3,1,0,0,0,0,14,7,15,3,7,1433,0,14,2,2,6,739
0,2,0,0,0,0,0,0,15,0,14,2,3,7,736,0,13,6
0,0,3,7,1008,3,3,1202,15,0,0,0,0,0,0,0,6,85
3,1,0,14,5,3,7,1038,15,0,0,0,0,7,83,2,2,1290
3,1,3,9,369,0,14,5,15,0,7,76,3,3,1286,2,6,1126
0,2,3,13,637,3,9,379,15,3,3,1223,3,7,1122,0,13,4
3,1,0,7,1167,3,13,655,15,3,7,1069,0,14,5,2,8,467
3,1,3,15,886,0,7,1200,15,0,14,5,3,9,464,2,12,743
0,1,3,3,337,3,15,913,15,3,9,443,3,13,740,0,6,1288
3,1,3,3,1605,3,3,345,15,3,13,703,0,7,1284,2,14,1001
3,1,3,7,528,3,3,1656,15,0,7,1221,3,15,997,2,2,433
3,1,3,18,631,3,7,541,15,3,15,949,3,3,430,2,2,1744
3,1,3,7,515,3,18,649,15,3,3,410,3,3,1740,2,6,629
3,1,3,13,1219,3,7,528,15,3,3,1651,3,7,626,2,17,737
3,1,3,17,564,3,13,1254,15,3,7,598,3,18,734,2,6,616
3,1,3,13,637,3,17,581,15,3,18,698,3,7,613,2,12,1342
3,1,3,1,1269,3,13,655,15,3,7,585,3,13,1338,2,16,669
3,1,3,3,1169,3,1,1306,15,3,13,1272,3,17,666,2,12,743
3,1,3,1,855,3,3,1202,15,3,17,636,3,13,740,2,0,1394
3,1,0,14,2,3,1,882,15,3,13,703,3,1,1390,2,2,1290
3,1,2,12,96,0,14,2,15,3,1,1322,3,3,1286,2,0,970
0,2,0,14,2,2,12,98,15,3,3,1223,3,1,966,0,13,1
2,0,0,14,5,0,14,2,15,3,1,918,0,14,2,2,11,103
0,2,3,5,1382,0,14,5,15,0,14,2,2,12,101,0,13,1
0,2,0,7,1652,3,5,1423,15,2,12,94,0,14,2,0,13,4
3,1,3,3,337,0,7,1704,15,0,14,2,0,14,5,2,4,1511
0,1,0,7,1120,3,3,345,15,0,14,5,3,5,1507,0,6,1792
3,1,0,7,1600,0,7,1152,15,3,5,1432,0,7,1787,2,2,433
0,1,3,18,631,0,7,1651,15,0,7,1697,3,3,430,0,6,1240
0,1,0,7,1423,3,18,649,15,3,3,410,0,7,1236,0,6,1739
3,1,0,14,7,0,7,1467,15,0,7,1177,0,7,1735,2,17,737
0,1,0,0,0,0,14,7,15,0,7,1646,3,18,734,0,6,1555
0,2,0,0,0,0,0,0,15,3,18,698,0,7,1551,0,13,6
1,0,3,15,882,3,7,1181,15,0,0,0,0,0,0,2,2,66
3,1,3,1,470,3,15,909,15,0,0,0,1,3,64,2,6,1269
3,1,0,14,9,3,1,482,15,1,3,59,3,7,1265,2,14,997
3,1,0,0,0,0,14,9,15,3,7,1203,3,15,993,2,0,570
0,2,0,0,0,0,0,0,15,3,15,945,3,1,567,0,13,8
1,0,3,15,408,2,7,85,15,0,0,0,0,0,0,2,2,66
2,0,3,2,364,3,15,418,15,0,0,0,1,3,64,2,6,90
3,1,0,7,1108,3,2,374,15,1,3,59,2,7,88,2,14,506
3,1,3,5,1382,0,7,1140,15,2,7,81,3,15,503,2,1,462
0,1,3,15,1399,3,5,1423,15,3,15,481,3,2,459,0,6,1228
3,1,3,3,337,3,15,1442,15,3,2,438,0,7,1224,2,4,1511
3,1,0,7,721,3,3,345,15,0,7,1165,3,5,1507,2,14,1530
3,1,3,7,729,0,7,742,15,3,5,1432,3,15,1526,2,2,433
0,1,3,7,1458,3,7,750,15,3,15,1449,3,3,430,0,6,830
3,1,0,7,1355,3,7,1503,15,3,3,410,0,7,827,2,6,838
3,1,3,18,631,0,7,1396,15,0,7,786,3,7,835,2,6,1591
0,1,0,7,454,3,18,649,15,3,7,794,3,7,1587,0,6,1484
3,1,3,7,635,0,7,466,15,3,7,1506,0,7,1480,2,17,737
0,1,3,7,1610,3,7,653,15,0,7,1410,3,18,734,0,6,554
3,1,0,14,5,3,7,1661,15,3,18,698,0,7,551,2,6,741
3,1,3,3,337,0,14,5,15,0,7,526,3,7,738,2,6,1749
0,2,0,7,879,3,3,345,15,3,7,701,3,7,1745,0,13,4
3,1,3,18,631,0,7,906,15,3,7,1656,0,14,5,2,2,433
0,1,3,7,586,3,18,649,15,0,14,5,3,3,430,0,6,994
3,1,3,18,631,3,7,603,15,3,3,410,0,7,990,2,17,737
3,1,2,7,207,3,18,649,15,0,7,942,3,18,734,2,6,691
3,1,3,13,637,2,7,211,15,3,18,698,3,7,688,2,17,737
2,0,2,7,170,3,13,655,4,3,7,654,3,18,734,2,6,255
3,1,3,18,724,2,7,174,11,3,18,698,2,7,253,2,12,743
2,0,2,7,151,3,18,745,11,2,7,242,3,13,740,2,6,206
3,1,2,1,307,2,7,155,11,3,13,703,2,7,204,2,17,833
2,0,0,12,268,2,1,315,11,2,7,197,3,18,830,2,6,177
2,0,0,14,5,0,12,275,11,3,18,789,2,7,175,2,0,390
0,0,3,4,734,0,14,5,11,2,7,168,2,1,388,0,11,340
0,2,3,15,981,3,4,756,15,2,1,371,0,12,338,0,13,4
3,1,3,7,1127,3,15,1010,15,0,12,323,0,14,5,2,3,844
3,1,3,7,481,3,7,1159,15,0,14,5,3,4,841,2,14,1098
3,1,3,13,637,3,7,493,15,3,4,800,3,15,1094,2,6,1247
3,1,0,7,721,3,13,655,15,3,15,1042,3,7,1243,2,6,581
3,1,3,7,635,0,7,742,15,3,7,1184,3,7,578,2,12,743
0,1,3,7,1384,3,7,653,15,3,7,552,3,13,740,0,6,830
3,1,3,7,729,3,7,1425,15,3,13,703,0,7,827,2,6,741
3,1,3,7,810,3,7,750,15,0,7,786,3,7,738,2,6,1513
3,1,0,14,5,3,7,835,15,3,7,701,3,7,1509,2,6,838
3,1,3,16,406,0,14,5,15,3,7,1434,3,7,835,2,6,923
0,2,0,14,5,3,16,416,15,3,7,794,3,7,920,0,13,4
3,1,3,13,1288,0,14,5,15,3,7,873,0,14,5,2,15,504
0,2,3,7,833,3,13,1326,15,0,14,5,3,16,501,0,13,4
3,1,0,14,5,3,7,859,15,3,16,479,0,14,5,2,12,1414
3,1,3,3,337,0,14,5,15,0,14,5,3,13,1410,2,6,947
0,2,0,7,1311,3,3,345,15,3,13,1341,3,7,943,0,13,4
3,1,3,18,631,0,7,1351,15,3,7,895,0,14,5,2,2,433
0,1,0,7,547,3,18,649,15,0,14,5,3,3,430,0,6,1439
3,1,3,7,1515,0,7,562,15,3,3,410,0,7,1435,2,17,737
0,1,3,7,1147,3,7,1564,15,0,7,1366,3,18,734,0,6,650
3,1,0,7,1363,3,7,1179,15,3,18,698,0,7,647,2,6,1652
3,1,3,7,1009,0,7,1404,15,0,7,617,3,7,1648,2,6,1267
0,1,0,12,69,3,7,1039,15,3,7,1565,3,7,1263,0,6,1492
3,1,0,14,7,0,12,70,15,3,7,1201,0,7,1488,2,6,1127
0,0,0,0,0,0,14,7,15,0,7,1418,3,7,1123,0,11,69
0,2,0,0,0,0,0,0,15,3,7,1070,0,12,67,0,13,6
2,0,3,7,1351,3,3,437,15,0,0,0,0,0,0,2,12,178
3,1,3,2,1051,3,7,1391,15,0,0,0,2,13,176,2,2,525
3,1,3,7,1204,3,2,1081,15,2,13,169,3,3,522,2,6,1479
3,1,0,14,5,3,7,1239,15,3,3,499,3,7,1475,2,1,1169
3,1,0,7,641,0,14,5,15,3,7,1405,3,2,1165,2,6,1327
0,2,3,17,1244,0,7,659,15,3,2,1111,3,7,1323,0,13,4
0,1,3,13,392,3,17,1279,15,3,7,1258,0,14,5,0,6,747
3,1,2,7,258,3,13,402,15,0,14,5,0,7,744,2,16,1367
3,1,3,18,631,2,7,265,15,0,7,707,3,17,1363,2,12,490
2,0,0,12,279,3,18,649,15,3,17,1296,3,13,487,2,6,330
3,1,3,5,1382,0,12,286,15,3,13,466,2,7,328,2,17,737
0,0,3,7,1346,3,5,1423,4,2,7,313,3,18,734,0,11,355
3,1,3,3,1605,3,7,1386,15,3,18,698,0,12,353,2,4,1511
3,1,3,7,1409,3,3,1656,15,0,12,338,3,5,1507,2,6,1474
3,1,3,13,1514,3,7,1452,15,3,5,1432,3,7,1470,2,2,1744
3,1,3,3,337,3,13,1563,15,3,7,1400,3,3,1740,2,6,1540
3,1,2,7,207,3,3,345,15,3,3,1651,3,7,1536,2,12,1651
3,1,3,18,724,2,7,211,15,3,7,1459,3,13,1647,2,2,433
2,0,2,7,170,3,18,745,15,3,13,1564,3,3,430,2,6,255
3,1,0,14,5,2,7,174,15,3,3,410,2,7,253,2,17,833
2,0,3,17,662,0,14,5,15,2,7,242,3,18,830,2,6,206
0,2,3,3,427,3,17,681,15,3,18,789,2,7,204,0,13,4
3,1,0,7,1547,3,3,437,15,2,7,197,0,14,5,2,16,769
3,1,3,3,337,0,7,1597,15,0,14,5,3,17,766,2,2,525
0,1,3,17,1345,3,3,345,15,3,17,727,3,3,522,0,6,1685
3,1,3,3,1605,3,17,1385,15,3,3,499,0,7,1681,2,2,433
3,1,3,7,638,3,3,1656,15,0,7,1597,3,3,430,2,16,1473
3,1,3,13,773,3,7,656,15,3,3,410,3,17,1469,2,2,1744
3,1,3,3,1169,3,13,796,15,3,17,1399,3,3,1740,2,6,744
3,1,3,7,1096,3,3,1202,15,3,3,1651,3,7,741,2,12,884
3,1,3,18,631,3,7,1127,15,3,7,704,3,13,881,2,2,1290
3,1,0,12,148,3,18,649,15,3,13,836,3,3,1286,2,6,1215
3,1,3,4,734,0,12,152,15,3,3,1223,3,7,1211,2,17,737
0,0,3,9,1567,3,4,756,4,3,7,1153,3,18,734,0,11,171
3,1,3,3,1201,3,9,1617,15,3,18,698,0,12,169,2,3,844
3,1,3,7,702,3,3,1235,15,0,12,162,3,4,841,2,8,1705
3,1,3,7,434,3,7,722,15,3,4,800,3,9,1701,2,2,1323
3,1,0,14,5,3,7,445,15,3,9,1616,3,3,1319,2,6,810
3,1,3,17,1274,0,14,5,15,3,3,1254,3,7,807,2,6,533
0,2,3,13,637,3,17,1312,15,3,7,767,3,7,530,0,13,4
3,1,3,1,1132,3,13,655,15,3,7,506,0,14,5,2,16,1400
3,1,3,3,337,3,1,1164,15,0,14,5,3,17,1396,2,12,743
3,1,3,7,1479,3,3,345,15,3,17,1327,3,13,740,2,0,1252
3,1,3,18,631,3,7,1525,15,3,13,703,3,1,1248,2,2,433
3,1,0,12,138,3,18,649,15,3,1,1189,3,3,430,2,6,1613
3,1,2,1,276,0,12,141,15,3,3,410,3,7,1609,2,17,737
0,0,3,13,637,2,1,283,4,3,7,1527,3,18,734,0,11,158
2,0,0,12,148,3,13,655,15,3,18,698,0,12,156,2,0,352
3,1,3,18,724,0,12,152,15,0,12,149,2,1,350,2,12,743
0,0,2,7,107,3,18,745,15,2,1,335,3,13,740,0,11,171
3,1,3,4,734,2,7,110,15,3,13,703,0,12,169,2,17,833
2,0,3,17,1435,3,4,756,15,0,12,162,3,18,830,2,6,115
3,1,3,7,774,3,17,1479,15,3,18,789,2,7,113,2,3,844
3,1,3,13,537,3,7,797,15,2,7,106,3,4,841,2,16,1567
3,1,3,7,883,3,13,550,15,3,4,800,3,17,1563,2,6,885
3,1,3,13,637,3,7,910,15,3,17,1484,3,7,882,2,12,638
3,1,3,7,1218,3,13,655,15,3,7,837,3,13,635,2,6,998
3,1,0,7,936,3,7,1253,15,3,13,606,3,7,994,2,12,743
3,1,3,13,392,0,7,965,15,3,7,946,3,13,740,2,6,1341
0,1,0,7,1097,3,13,402,15,3,13,703,3,7,1337,0,6,1053
3,1,0,14,7,0,7,1128,15,3,7,1271,0,7,1049,2,12,490
0,1,0,0,0,0,14,7,15,0,7,999,3,13,487,0,6,1216
0,2,0,0,0,0,0,0,15,3,13,466,0,7,1212,0,13,6
1,0,3,15,1495,0,7,1199,15,0,0,0,0,0,0,2,3,165
0,1,3,2,1051,3,15,1543,15,0,0,0,1,4,163,0,6,1287
3,1,0,1,1662,3,2,1081,15,1,4,156,0,7,1283,2,14,1631
3,1,3,5,1382,0,1,1715,15,0,7,1220,3,15,1627,2,1,1169
0,1,3,3,1169,3,5,1423,15,3,15,1545,3,2,1165,0,0,1803
3,1,0,7,730,3,3,1202,15,3,2,1111,0,1,1798,2,4,1511
3,1,2,12,302,0,7,751,15,0,1,1707,3,5,1507,2,2,1290
0,1,3,5,1382,2,12,310,5,3,5,1432,3,3,1286,0,6,839
2,0,0,14,5,3,5,1423,12,3,3,1223,0,7,836,2,11,382
3,1,3,2,767,0,14,5,15,0,7,795,2,12,380,2,4,1511
0,2,0,7,1317,3,2,789,15,2,12,363,3,5,1507,0,13,4
3,1,0,14,5,0,7,1357,15,3,5,1432,0,14,5,2,1,877
0,1,3,15,649,0,14,5,15,0,14,5,3,2,874,0,6,1445
0,2,3,3,337,3,15,667,15,3,2,829,0,7,1441,0,13,4
3,1,0,7,738,3,3,345,15,0,7,1372,0,14,5,2,14,755
3,1,3,7,1147,0,7,760,15,0,14,5,3,15,752,2,2,433
0,1,3,7,485,3,7,1179,15,3,15,714,3,3,430,0,6,848
3,1,3,5,1382,3,7,497,15,3,3,410,0,7,845,2,6,1267
3,1,3,11,1477,3,5,1423,15,0,7,803,3,7,1263,2,6,585
3,1,3,7,563,3,11,1522,15,3,7,1201,3,7,582,2,4,1511
3,1,0,14,5,3,7,580,15,3,7,555,3,5,1507,2,10,1610
3,1,3,7,703,0,14,5,15,3,5,1432,3,11,1606,2,6,668
0,2,3,7,1078,3,7,723,15,3,11,1524,3,7,665,0,13,4
3,1,3,3,337,3,7,1109,15,3,7,635,0,14,5,2,6,811
3,1,0,7,1019,3,3,345,15,0,14,5,3,7,808,2,6,1197
3,1,3,3,1169,0,7,1049,15,3,7,768,3,7,1193,2,2,433
0,1,3,7,638,3,3,1202,15,3,7,1135,3,3,430,0,6,1137
3,1,3,13,1514,3,7,656,15,3,3,410,0,7,1133,2,2,1290
3,1,3,3,1169,3,13,1563,15,0,7,1079,3,3,1286,2,6,744
3,1,3,5,1382,3,3,1202,15,3,3,1223,3,7,741,2,12,1651
3,1,0,7,944,3,5,1423,15,3,7,704,3,13,1647,2,2,1290
3,1,3,3,337,0,7,973,15,3,13,1564,3,3,1286,2,4,1511
0,1,3,17,1416,3,3,345,15,3,3,1223,3,5,1507,0,6,1061
3,1,3,7,1147,3,17,1459,15,3,5,1432,0,7,1057,2,2,433
3,1,3,7,769,3,7,1179,15,0,7,1007,3,3,430,2,16,1547
3,1,0,14,5,3,7,791,15,3,3,410,3,17,1543,2,6,1267
3,1,3,13,749,0,14,5,15,3,17,1466,3,7,1263,2,6,879
0,2,3,7,1631,3,13,771,15,3,7,1201,3,7,876,0,13,4
3,1,3,13,637,3,7,1683,15,3,7,831,0,14,5,2,12,859
3,1,3,17,1236,3,13,655,15,0,14,5,3,13,856,2,6,1771
3,1,3,3,337,3,17,1271,15,3,13,813,3,7,1767,2,12,743
3,1,3,7,1636,3,3,345,15,3,7,1678,3,13,740,2,16,1359
3,1,3,3,337,3,7,1688,15,3,13,703,3,17,1355,2,2,433
3,1,3,17,834,3,3,345,15,3,17,1289,3,3,430,2,6,1776
3,1,3,3,1606,3,17,860,15,3,3,410,3,7,1772,2,2,433
3,1,0,7,1548,3,3,1657,15,3,7,1683,3,3,430,2,16,948
3,1,0,7,1599,0,7,1598,15,3,3,410,3,17,944,2,2,1745
0,1,3,1,1031,0,7,1650,15,3,17,896,3,3,1741,0,6,1686
0,1,3,5,1382,3,1,1061,15,3,3,1652,0,7,1682,0,6,1738
3,1,2,12,147,3,5,1423,15,0,7,1598,0,7,1734,2,0,1149
3,1,2,12,225,2,12,151,15,0,7,1645,3,1,1145,2,4,1511
2,0,3,15,1556,2,12,230,5,3,1,1091,3,5,1507,2,11,170
2,0,3,7,1025,3,15,1606,12,3,5,1432,2,12,168,2,11,275
3,1,3,13,1219,3,7,1055,15,2,12,161,2,12,273,2,14,1694
3,1,3,17,617,3,13,1254,15,2,12,260,3,15,1690,2,6,1143
3,1,3,9,1564,3,17,635,15,3,15,1606,3,7,1139,2,12,1342
3,1,3,3,337,3,9,1614,15,3,7,1085,3,13,1338,2,16,723
3,1,3,7,916,3,3,345,15,3,13,1272,3,17,720,2,8,1702
3,1,3,7,829,3,7,944,15,3,17,684,3,9,1698,2,2,433
3,1,0,14,8,3,7,855,15,3,9,1613,3,3,430,2,6,1032
3,1,3,3,1169,0,14,8,15,3,3,410,3,7,1028,2,6,943
0,2,0,7,730,3,3,1202,15,3,7,978,3,7,939,0,13,7
3,1,2,12,302,0,7,751,15,3,7,891,0,14,8,2,2,1290
0,1,0,14,65,2,12,310,5,0,14,8,3,3,1286,0,6,839
2,0,0,0,0,0,14,66,12,3,3,1223,0,7,836,2,11,382
0,2,0,0,0,0,0,0,15,0,7,795,2,12,380,0,13,65
0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,8
1,0,3,11,1477,0,14,5,15,0,0,0,0,0,0,2,3,165
0,2,3,3,1169,3,11,1522,15,0,0,0,1,4,163,0,13,4
3,1,0,7,730,3,3,1202,15,1,4,156,0,14,5,2,10,1610
3,1,2,12,302,0,7,751,15,0,14,5,3,11,1606,2,2,1290
0,1,3,15,1563,2,12,310,5,3,11,1524,3,3,1286,0,6,839
2,0,3,18,1299,3,15,1613,12,3,3,1223,0,7,836,2,11,382
3,1,3,7,678,3,18,1338,15,0,7,795,2,12,380,2,14,1701
3,1,3,7,1121,3,7,697,15,2,12,363,3,15,1697,2,17,1426
3,1,3,7,780,3,7,1153,15,3,15,1612,3,18,1422,2,6,785
3,1,0,14,5,3,7,803,15,3,18,1353,3,7,782,2,6,1241
3,1,0,7,1499,0,14,5,15,3,7,743,3,7,1237,2,6,891
0,2,3,5,1382,0,7,1547,15,3,7,1178,3,7,888,0,13,4
0,1,0,14,5,3,5,1423,15,3,7,842,0,14,5,0,6,1635
3,1,3,2,938,0,14,5,15,0,14,5,0,7,1631,2,4,1511
0,2,0,14,5,3,2,967,15,0,7,1548,3,5,1507,0,13,4
3,1,3,15,1252,0,14,5,15,3,5,1432,0,14,5,2,1,1055
0,2,3,18,631,3,15,1288,15,0,14,5,3,2,1051,0,13,4
3,1,3,9,1082,3,18,649,15,3,2,1001,0,14,5,2,14,1376
3,1,3,7,1053,3,9,1113,15,0,14,5,3,15,1372,2,17,737
3,1,0,14,65,3,7,1083,15,3,15,1305,3,18,734,2,8,1201
3,1,0,0,0,0,14,66,15,3,18,698,3,9,1197,2,6,1171
0,2,0,0,0,0,0,0,15,3,9,1139,3,7,1167,0,13,65
2,0,2,12,330,3,18,649,5,0,0,0,0,0,0,2,11,256
3,1,2,12,208,2,12,338,12,0,0,0,2,12,254,2,17,737
2,0,3,15,1128,2,12,212,12,2,12,243,3,18,734,2,11,423
2,0,3,3,337,3,15,1160,12,3,18,698,2,12,421,2,11,256
3,1,0,8,23,3,3,345,15,2,12,401,2,12,254,2,14,1248
3,1,3,13,637,0,8,24,15,2,12,243,3,15,1244,2,2,433
0,2,2,7,68,3,13,655,6,3,15,1185,3,3,430,3,7,23
3,1,3,13,637,2,7,69,13,3,3,410,0,8,23,2,12,743
2,0,0,8,20,3,13,655,13,0,8,22,3,13,740,2,6,68
3,1,0,14,5,0,8,20,13,3,13,703,2,7,66,2,12,743
0,2,3,7,1121,0,14,5,13,2,7,61,3,13,740,3,7,19
0,2,3,1,1253,3,7,1153,15,3,13,703,0,8,19,0,13,4
3,1,3,7,515,3,1,1289,15,0,8,18,0,14,5,2,6,1241
3,1,3,13,637,3,7,528,15,0,14,5,3,7,1237,2,0,1377
3,1,2,12,330,3,13,655,15,3,7,1178,3,1,1373,2,6,616
3,1,0,14,5,2,12,338,15,3,1,1306,3,7,613,2,12,743
2,0,3,1,1269,0,14,5,15,3,7,585,3,13,740,2,11,423
0,2,3,13,637,3,1,1306,15,3,13,703,2,12,421,0,13,4
3,1,0,12,173,3,13,655,15,2,12,401,0,14,5,2,0,1394
3,1,0,14,5,0,12,177,15,0,14,5,3,1,1390,2,12,743
0,0,3,7,505,0,14,5,15,3,1,1322,3,13,740,0,11,210
0,2,3,1,991,3,7,518,15,3,13,703,0,12,208,0,13,4
3,1,3,4,734,3,1,1020,15,0,12,201,0,14,5,2,6,606
3,1,0,1,520,3,4,756,15,0,14,5,3,7,603,2,0,1108
3,1,3,18,631,0,1,533,15,3,7,575,3,1,1104,2,3,844
0,1,0,12,198,3,18,649,15,3,1,1051,3,4,841,0,0,621
3,1,0,14,7,0,12,202,15,3,4,800,0,1,618,2,17,737
0,0,0,0,0,0,14,7,4,0,1,590,3,18,734,0,11,244
0,2,0,0,0,0,0,0,15,3,18,698,0,12,242,0,13,6
1,0,3,7,1537,3,9,1548,15,0,0,0,0,0,0,2,2,297
3,1,0,7,425,3,7,1587,15,0,0,0,1,3,295,2,8,1636
3,1,3,2,501,0,7,435,15,1,3,281,3,9,1632,2,6,1675
0,1,3,11,1477,3,2,514,15,3,9,1549,3,7,1671,0,6,523
3,1,3,15,1464,3,11,1522,15,3,7,1587,0,7,520,2,1,602
3,1,0,14,5,3,15,1509,15,0,7,497,3,2,599,2,10,1610
3,1,3,7,1102,0,14,5,15,3,2,571,3,11,1606,2,14,1597
0,2,3,1,828,3,7,1134,15,3,11,1524,3,15,1593,0,13,4
3,1,3,7,929,3,1,854,15,3,15,1512,0,14,5,2,6,1222
3,1,3,7,1121,3,7,957,15,0,14,5,3,7,1218,2,0,942
3,1,3,7,917,3,7,1153,15,3,7,1159,3,1,938,2,6,1045
3,1,0,14,5,3,7,945,15,3,1,890,3,7,1041,2,6,1241
3,1,3,7,1121,0,14,5,15,3,7,991,3,7,1237,2,6,1033
0,2,0,7,1120,3,7,1153,15,3,7,1178,3,7,1029,0,13,4
3,1,3,4,734,0,7,1152,15,3,7,979,0,14,5,2,6,1241
0,1,3,7,1121,3,4,756,15,0,14,5,3,7,1237,0,6,1240
3,1,0,7,843,3,7,1153,15,3,7,1178,0,7,1236,2,3,844
3,1,0,7,424,0,7,869,15,0,7,1177,3,4,841,2,6,1241
0,1,0,14,7,0,7,434,15,3,4,800,3,7,1237,0,6,957
0,1,0,0,0,0,14,7,15,3,7,1178,0,7,953,0,6,522
0,2,0,0,0,0,0,0,15,0,7,905,0,7,519,0,13,6
2,0,3,9,1521,3,9,823,15,0,0,0,0,0,0,2,15,350
3,1,3,7,487,3,9,1571,15,0,0,0,2,16,348,2,8,911
3,1,0,14,5,3,7,499,15,2,16,333,3,9,908,2,8,1659
3,1,3,3,1169,0,14,5,15,3,9,861,3,9,1655,2,6,587
0,2,3,9,1500,3,3,1202,15,3,9,1571,3,7,584,0,13,4
3,1,3,7,1215,3,9,1548,15,3,7,557,0,14,5,2,2,1290
3,1,0,14,5,3,7,1250,15,0,14,5,3,3,1286,2,8,1636
3,1,2,12,299,0,14,5,15,3,3,1223,3,9,1632,2,6,1338
0,2,2,12,252,2,12,306,15,3,9,1549,3,7,1334,0,13,4
2,0,3,18,631,2,12,259,15,3,7,1268,0,14,5,2,11,378
2,0,2,12,330,3,18,649,15,0,14,5,2,12,376,2,11,318
3,1,0,14,5,2,12,338,15,2,12,359,2,12,316,2,17,737
2,0,3,15,1104,0,14,5,4,2,12,301,3,18,734,2,11,423
0,2,3,3,1201,3,15,1136,15,3,18,698,2,12,421,0,13,4
3,1,3,7,673,3,3,1235,15,2,12,401,0,14,5,2,14,1224
3,1,3,18,724,3,7,692,15,0,14,5,3,15,1220,2,2,1323
3,1,3,7,874,3,18,745,15,3,15,1161,3,3,1319,2,6,780
3,1,3,3,337,3,7,901,15,3,3,1254,3,7,777,2,17,833
3,1,2,12,78,3,3,345,15,3,7,738,3,18,830,2,6,989
3,1,3,7,650,2,12,79,15,3,18,789,3,7,985,2,2,433
2,0,2,7,328,3,7,668,15,3,7,937,3,3,430,2,11,80
3,1,0,14,7,2,7,336,15,3,3,410,2,12,78,2,6,756
2,0,0,0,0,0,14,7,15,2,12,71,3,7,753,2,6,420
