cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
3,1,8,0,7,121,3,11,530,11,0,7,33,3,11,529,2,5,574
3,1,8,0,12,4,0,7,121,11,3,11,519,3,6,571,2,10,532
0,2,8,3,16,612,0,12,4,11,3,6,561,3,11,529,3,6,120
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,120,0,11,3
3,1,10,1,6,271,3,6,582,12,0,7,118,0,12,4,2,15,617
3,1,10,3,11,527,1,6,272,12,0,12,4,3,16,614,2,5,584
1,0,10,0,7,38,3,11,530,12,3,16,602,3,6,581,2,5,271
3,1,10,0,12,4,0,7,38,12,3,6,571,1,6,271,2,10,532
0,2,3,3,4,539,0,12,4,12,1,6,263,3,11,529,0,6,37
0,2,10,3,6,642,3,4,542,12,3,11,519,0,7,38,0,11,3
3,1,10,3,16,536,3,6,645,12,0,7,38,0,12,4,2,3,544
3,1,10,2,6,370,3,16,539,12,0,12,4,3,4,541,2,5,647
3,1,10,3,11,527,2,6,371,12,3,4,531,3,6,644,2,15,541
2,0,10,2,6,295,3,11,530,12,3,6,631,3,16,538,2,5,372
3,1,10,3,16,523,2,6,296,12,3,16,528,2,6,372,2,10,532
2,0,10,2,10,290,3,16,526,12,2,6,364,3,11,529,2,5,296
3,1,10,0,12,4,2,10,291,12,3,11,519,2,6,296,2,15,528
2,0,10,2,6,406,0,12,4,3,2,6,288,3,16,525,2,9,290
0,2,10,3,9,582,2,6,407,12,3,16,515,2,10,290,0,11,3
2,0,10,0,7,175,3,9,585,12,2,10,282,0,12,4,2,5,408
3,1,10,3,4,539,0,7,175,12,0,12,4,2,6,408,2,8,587
0,2,4,0,6,176,3,4,542,12,2,6,398,3,9,584,3,6,174
3,1,10,0,12,4,0,6,176,12,3,9,574,0,7,174,2,3,544
0,2,4,3,11,527,0,12,4,12,0,7,167,3,4,541,3,5,175
0,2,10,0,7,33,3,11,530,12,3,4,531,0,6,175,0,11,3
3,1,10,3,11,527,0,7,33,12,0,6,168,0,12,4,2,10,532
0,2,3,3,6,569,3,11,530,5,0,12,4,3,11,529,3,6,32
3,1,8,3,11,527,3,6,572,11,3,11,519,0,7,33,2,10,532
3,1,8,0,7,121,3,11,530,11,0,7,33,3,11,529,2,5,574
3,1,8,0,12,4,0,7,121,11,3,11,519,3,6,571,2,10,532
0,2,8,3,16,612,0,12,4,11,3,6,561,3,11,529,3,6,120
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,120,0,11,3
3,1,10,1,6,271,3,6,582,12,0,7,118,0,12,4,2,15,617
3,1,10,3,11,527,1,6,272,12,0,12,4,3,16,614,2,5,584
1,0,10,0,7,38,3,11,530,12,3,16,602,3,6,581,2,5,271
3,1,10,0,12,4,0,7,38,12,3,6,571,1,6,271,2,10,532
0,2,3,1,6,419,0,12,4,12,1,6,263,3,11,529,0,6,37
0,2,10,0,12,194,1,6,422,12,3,11,519,0,7,38,0,11,3
1,0,10,1,1,322,0,12,194,12,0,7,38,0,12,4,2,5,423
0,2,10,0,12,5,1,1,323,12,0,12,4,1,6,423,0,11,193
1,0,10,2,15,373,0,12,5,12,1,6,413,0,12,193,2,0,323
0,2,10,1,10,359,2,15,374,12,0,12,186,1,1,323,0,11,4
2,0,10,1,17,339,1,10,360,12,1,1,315,0,12,5,2,14,375
1,0,2,1,10,221,1,17,340,12,0,12,5,2,15,375,2,9,360
1,0,7,1,6,262,1,10,221,12,2,15,367,1,10,360,2,16,340
1,0,7,1,6,447,1,6,262,12,1,10,352,1,17,340,2,9,220
1,0,7,0,12,4,1,6,450,12,1,17,332,1,10,220,2,5,261
1,0,7,3,16,557,0,12,4,12,1,10,213,1,6,261,2,5,452
0,2,10,3,11,543,3,16,560,12,1,6,254,1,6,450,0,11,3
3,1,10,2,6,249,3,11,546,12,1,6,440,0,12,4,2,15,562
3,1,10,2,10,414,2,6,249,12,0,12,4,3,16,559,2,10,548
2,0,10,3,11,527,2,10,416,1,3,16,549,3,11,545,2,5,248
2,0,10,2,6,412,3,11,530,7,3,11,535,2,6,248,2,9,417
3,1,10,3,4,539,2,6,413,7,2,6,241,2,10,417,2,10,532
2,0,10,2,6,471,3,4,542,7,2,10,407,3,11,529,2,5,414
3,1,10,0,12,4,2,6,474,12,3,11,519,2,6,414,2,3,544
2,0,10,3,6,620,0,12,4,12,2,6,404,3,4,541,2,5,476
0,2,10,3,11,490,3,6,623,12,3,4,531,2,6,473,0,11,3
3,1,10,2,6,288,3,11,493,12,2,6,463,0,12,4,2,5,625
3,1,10,0,6,583,2,6,289,12,0,12,4,3,6,622,2,10,495
2,0,10,0,6,164,0,6,586,12,3,6,610,3,11,492,2,5,288
0,1,10,0,12,4,0,6,164,12,3,11,482,2,6,288,0,5,588
0,2,10,3,16,613,0,12,4,12,2,6,280,0,6,585,0,5,163
0,2,10,3,6,579,3,16,616,12,0,6,575,0,6,163,0,11,3
3,1,10,0,6,257,3,6,582,12,0,6,156,0,12,4,2,15,618
3,1,10,3,11,527,0,6,257,12,0,12,4,3,16,615,2,5,584
0,0,10,0,7,147,3,11,530,1,3,16,603,3,6,581,0,5,256
3,1,10,0,12,4,0,7,147,12,3,6,571,0,6,256,2,10,532
0,2,3,3,6,558,0,12,4,12,0,6,249,3,11,529,0,6,146
0,2,10,3,6,597,3,6,561,12,3,11,519,0,7,146,0,11,3
3,1,10,2,6,405,3,6,600,12,0,7,139,0,12,4,2,5,563
3,1,10,0,6,583,2,6,406,12,0,12,4,3,6,560,2,5,602
2,0,10,0,7,174,0,6,586,3,3,6,550,3,6,599,2,5,407
0,1,10,0,12,4,0,7,174,12,3,6,589,2,6,407,0,5,588
0,2,4,3,11,527,0,12,4,12,2,6,397,0,6,585,3,6,173
0,2,10,0,7,23,3,11,530,12,0,6,575,0,7,173,0,11,3
3,1,10,0,12,4,0,7,23,12,0,7,166,0,12,4,2,10,532
0,2,3,3,16,612,0,12,4,12,0,12,4,3,11,529,0,6,22
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,23,0,11,3
3,1,10,0,6,257,3,6,582,12,0,7,23,0,12,4,2,15,617
3,1,10,3,11,527,0,6,257,12,0,12,4,3,16,614,2,5,584
0,0,10,0,7,28,3,11,530,1,3,16,602,3,6,581,0,5,256
3,1,10,0,12,4,0,7,28,12,3,6,571,0,6,256,2,10,532
0,2,3,3,11,592,0,12,4,12,0,6,249,3,11,529,0,6,27
0,2,10,3,3,585,3,11,595,12,3,11,519,0,7,28,0,11,3
3,1,10,2,10,240,3,3,588,12,0,7,28,0,12,4,2,10,597
3,1,10,3,11,527,2,10,240,12,0,12,4,3,11,594,2,2,590
2,0,10,2,6,408,3,11,530,12,3,11,584,3,3,587,2,9,239
3,1,10,3,16,536,2,6,409,12,3,3,577,2,10,239,2,10,532
2,0,10,2,6,293,3,16,539,12,2,10,232,3,11,529,2,5,410
3,1,10,2,10,224,2,6,294,12,3,11,519,2,6,410,2,15,541
2,0,10,0,12,4,2,10,224,12,2,6,400,3,16,538,2,5,294
2,0,10,2,6,469,0,12,4,12,3,16,528,2,6,294,2,9,223
0,2,10,3,4,539,2,6,472,12,2,6,286,2,10,223,0,11,3
2,0,10,2,6,467,3,4,542,12,2,10,216,0,12,4,2,5,474
3,1,10,0,12,4,2,6,470,12,0,12,4,2,6,471,2,3,544
2,0,10,2,6,244,0,12,4,12,2,6,461,3,4,541,2,5,472
0,2,10,1,1,255,2,6,244,12,3,4,531,2,6,469,0,11,3
2,0,10,1,1,322,1,1,255,12,2,6,459,0,12,4,2,5,243
1,0,10,0,12,4,1,1,323,12,0,12,4,2,6,243,2,0,254
1,0,10,2,1,376,0,12,4,12,2,6,236,1,1,254,2,0,323
0,2,10,0,7,47,2,1,377,12,1,1,247,1,1,323,0,11,3
2,0,10,0,12,4,0,7,47,12,1,1,315,0,12,4,2,0,378
0,2,4,3,16,536,0,12,4,12,0,12,4,2,1,378,3,6,46
0,2,10,2,6,416,3,16,539,12,2,1,370,0,7,47,0,11,3
3,1,10,3,11,527,2,6,418,12,0,7,46,0,12,4,2,15,541
2,0,10,2,6,400,3,11,530,12,0,12,4,3,16,538,2,5,419
3,1,10,3,16,523,2,6,401,12,3,16,528,2,6,419,2,10,532
2,0,10,2,10,473,3,16,526,12,2,6,409,3,11,529,2,5,402
3,1,10,3,11,527,2,10,476,12,3,11,519,2,6,402,2,15,528
2,0,10,2,6,293,3,11,530,3,2,6,392,3,16,525,2,9,478
3,1,10,2,16,274,2,6,294,9,3,16,515,2,10,475,2,10,532
2,0,10,3,11,527,2,16,275,9,2,10,465,3,11,529,2,5,294
2,0,10,0,6,215,3,11,530,9,3,11,519,2,6,294,2,15,274
3,1,10,0,12,4,0,6,215,9,2,6,286,2,16,274,2,10,532
0,0,10,3,11,543,0,12,4,9,2,16,266,3,11,529,0,5,214
0,2,10,3,6,622,3,11,546,12,3,11,519,0,6,214,0,11,3
3,1,10,3,11,527,3,6,625,12,0,6,207,0,12,4,2,10,548
3,1,10,0,7,169,3,11,530,12,0,12,4,3,11,545,2,5,627
3,1,10,0,12,2,0,7,169,12,3,11,535,3,6,624,2,10,532
0,2,4,3,6,617,0,12,2,12,3,6,612,3,11,529,3,6,168
0,2,10,0,12,3,3,6,620,12,3,11,519,0,7,168,0,11,1
3,1,10,3,6,559,0,12,3,12,0,7,161,0,12,2,2,5,622
0,2,10,3,1,631,3,6,562,12,0,12,2,3,6,619,0,11,2
3,1,10,0,12,4,3,1,634,12,3,6,607,0,12,3,2,5,564
3,1,10,3,11,543,0,12,4,12,0,12,3,3,6,561,2,0,636
0,2,10,3,6,655,3,11,546,12,3,6,551,3,1,633,0,11,3
3,1,10,3,6,520,3,6,658,12,3,1,620,0,12,4,2,10,548
3,1,10,3,6,597,3,6,523,12,0,12,4,3,11,545,2,5,660
3,1,10,2,6,348,3,6,600,12,3,11,535,3,6,657,2,5,525
3,1,10,0,6,583,2,6,349,12,3,6,644,3,6,522,2,5,602
2,0,10,0,7,65,0,6,586,3,3,6,512,3,6,599,2,5,349
0,1,10,0,12,4,0,7,65,12,3,6,589,2,6,349,0,5,588
0,2,4,3,11,527,0,12,4,12,2,6,341,0,6,585,0,6,64
0,2,10,0,7,91,3,11,530,12,0,6,575,0,7,65,0,11,3
3,1,10,0,12,4,0,7,91,12,0,7,64,0,12,4,2,10,532
0,2,3,3,16,612,0,12,4,12,0,12,4,3,11,529,0,6,90
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,90,0,11,3
3,1,10,0,6,257,3,6,582,12,0,7,88,0,12,4,2,15,617
3,1,10,3,11,527,0,6,257,12,0,12,4,3,16,614,2,5,584
0,0,10,0,7,99,3,11,530,1,3,16,602,3,6,581,0,5,256
3,1,10,0,12,4,0,7,99,12,3,6,571,0,6,256,2,10,532
0,2,3,3,6,522,0,12,4,12,0,6,249,3,11,529,0,6,98
0,2,10,3,11,527,3,6,525,12,3,11,519,0,7,98,0,11,3
3,1,10,3,6,655,3,11,530,12,0,7,96,0,12,4,2,5,527
3,1,10,0,6,583,3,6,658,12,0,12,4,3,6,524,2,10,532
3,1,10,0,7,44,0,6,586,12,3,6,514,3,11,529,2,5,660
0,1,10,0,12,6,0,7,44,12,3,11,519,3,6,657,0,5,588
0,2,4,0,0,0,0,12,6,12,3,6,644,0,6,585,3,6,43
0,2,10,0,0,0,0,0,0,12,0,6,575,0,7,44,0,11,5
1,0,10,1,3,196,0,12,5,12,0,0,0,0,0,0,2,0,326
0,2,10,3,6,604,1,3,196,12,0,0,0,1,1,326,0,11,4
1,0,10,3,13,587,3,6,607,12,1,1,318,0,12,5,2,2,195
3,1,10,3,6,579,3,13,590,12,0,12,5,1,3,195,2,5,609
3,1,10,3,6,605,3,6,582,12,1,3,188,3,6,606,2,12,592
3,1,10,3,11,527,3,6,608,12,3,6,595,3,13,589,2,5,584
3,1,10,0,7,159,3,11,530,12,3,13,579,3,6,581,2,5,610
3,1,10,0,12,2,0,7,159,12,3,6,571,3,6,607,2,10,532
0,2,4,3,6,650,0,12,2,12,3,6,596,3,11,529,3,6,158
0,2,10,0,12,3,3,6,653,12,3,11,519,0,7,158,0,11,1
3,1,10,3,6,533,0,12,3,12,0,7,151,0,12,2,2,5,655
0,2,10,3,6,517,3,6,536,12,0,12,2,3,6,652,0,11,2
3,1,10,3,16,523,3,6,520,12,3,6,639,0,12,3,2,5,538
3,1,10,3,6,614,3,16,526,12,0,12,3,3,6,535,2,5,522
3,1,10,3,6,532,3,6,617,12,3,6,525,3,6,519,2,15,528
3,1,10,3,6,498,3,6,535,12,3,6,509,3,16,525,2,5,619
3,1,10,3,6,579,3,6,501,12,3,16,515,3,6,616,2,5,537
3,1,10,2,6,283,3,6,582,12,3,6,604,3,6,534,2,5,503
3,1,10,2,10,379,2,6,284,12,3,6,524,3,6,500,2,5,584
2,0,10,3,16,523,2,10,380,1,3,6,490,3,6,581,2,5,283
2,0,10,2,6,475,3,16,526,7,3,6,571,2,6,283,2,9,381
3,1,10,0,12,4,2,6,478,7,2,6,275,2,10,381,2,15,528
2,0,10,3,2,512,0,12,4,7,2,10,373,3,16,525,2,5,480
0,2,10,3,6,595,3,2,515,12,3,16,515,2,6,477,0,11,3
3,1,10,0,1,111,3,6,598,12,2,6,467,0,12,4,2,1,517
3,1,10,0,12,4,0,1,111,12,0,12,4,3,2,514,2,5,600
0,2,4,3,6,494,0,12,4,6,3,2,504,3,6,597,0,0,110
0,2,10,0,7,79,3,6,497,12,3,6,587,0,1,110,0,11,3
3,1,10,0,12,4,0,7,79,12,0,1,108,0,12,4,2,5,499
0,2,4,3,16,523,0,12,4,12,0,12,4,3,6,496,3,6,78
0,2,10,2,6,348,3,16,526,12,3,6,486,0,7,78,0,11,3
3,1,10,0,6,583,2,6,349,12,0,7,76,0,12,4,2,15,528
2,0,10,0,7,183,0,6,586,3,0,12,4,3,16,525,2,5,349
0,1,10,0,12,4,0,7,183,12,3,16,515,2,6,349,0,5,588
0,2,4,3,11,527,0,12,4,12,2,6,341,0,6,585,0,6,182
0,2,10,0,7,62,3,11,530,12,0,6,575,0,7,182,0,11,3
3,1,10,0,12,4,0,7,62,12,0,7,175,0,12,4,2,10,532
0,2,3,3,6,486,0,12,4,12,0,12,4,3,11,529,0,6,61
0,2,10,3,6,597,3,6,489,12,3,11,519,0,7,62,0,11,3
3,1,10,2,6,348,3,6,600,12,0,7,61,0,12,4,2,5,491
3,1,10,0,6,583,2,6,349,12,0,12,4,3,6,488,2,5,602
2,0,10,0,7,189,0,6,586,3,3,6,478,3,6,599,2,5,349
0,1,10,0,12,4,0,7,189,12,3,6,589,2,6,349,0,5,588
0,2,4,3,11,527,0,12,4,12,2,6,341,0,6,585,0,6,188
0,2,10,0,7,54,3,11,530,12,0,6,575,0,7,188,0,11,3
3,1,10,0,12,4,0,7,54,12,0,7,181,0,12,4,2,10,532
0,2,3,3,16,612,0,12,4,12,0,12,4,3,11,529,0,6,53
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,54,0,11,3
3,1,10,0,6,257,3,6,582,12,0,7,53,0,12,4,2,15,617
3,1,10,3,11,527,0,6,257,12,0,12,4,3,16,614,2,5,584
0,0,10,0,7,63,3,11,530,1,3,16,602,3,6,581,0,5,256
3,1,10,0,12,6,0,7,63,12,3,6,571,0,6,256,2,10,532
0,2,3,1,10,335,0,12,6,12,0,6,249,3,11,529,0,6,62
0,2,10,1,17,339,1,10,336,12,3,11,519,0,7,63,0,11,5
1,0,2,2,10,388,1,17,340,12,0,7,62,0,12,6,2,9,336
1,0,7,0,10,279,2,10,389,12,0,12,6,1,10,336,2,16,340
2,0,7,0,0,0,0,10,280,12,1,10,328,1,17,340,2,9,390
0,0,10,0,0,0,0,0,0,12,1,17,332,2,10,390,0,9,279
1,0,10,1,10,297,1,10,415,12,0,0,0,0,0,0,2,5,445
1,0,10,1,10,394,1,10,298,12,0,0,0,1,6,443,2,9,416
1,0,10,0,6,374,1,10,395,12,1,6,433,1,10,416,2,9,298
1,0,10,0,7,110,0,6,375,12,1,10,406,1,10,298,2,9,396
0,0,10,0,12,4,0,7,110,12,1,10,290,1,10,396,0,5,376
0,2,4,1,6,262,0,12,4,12,1,10,386,0,6,376,3,6,109
0,2,10,0,7,41,1,6,262,12,0,6,368,0,7,109,0,11,3
1,0,10,1,6,262,0,7,41,12,0,7,107,0,12,4,2,5,261
0,2,3,1,6,264,1,6,262,5,0,12,4,1,6,261,3,6,40
1,0,8,1,6,262,1,6,264,11,1,6,254,0,7,41,2,5,261
1,0,8,0,7,121,1,6,262,11,0,7,41,1,6,261,2,5,263
1,0,8,0,12,6,0,7,121,11,1,6,254,1,6,263,2,5,261
0,2,8,0,0,0,0,12,6,11,1,6,256,1,6,261,3,6,120
0,2,10,0,0,0,0,0,0,12,1,6,254,0,7,120,0,11,5
1,0,10,1,6,269,0,6,268,12,0,0,0,0,0,0,2,2,379
0,0,10,1,6,230,1,6,270,12,0,0,0,1,3,379,0,5,267
1,0,10,1,10,297,1,6,230,12,1,3,371,0,6,267,2,5,269
1,0,1,1,6,262,1,10,298,3,0,6,259,1,6,269,2,5,229
1,0,6,1,6,285,1,6,262,9,1,6,261,1,6,229,2,9,298
1,0,6,1,6,464,1,6,286,9,1,6,222,1,10,298,2,5,261
1,0,6,1,6,269,1,6,467,9,1,10,290,1,6,261,2,5,285
1,0,6,1,6,287,1,6,270,9,1,6,254,1,6,285,2,5,469
1,0,6,1,6,437,1,6,288,9,1,6,277,1,6,466,2,5,269
1,0,6,0,12,4,1,6,440,9,1,6,456,1,6,269,2,5,287
1,0,6,3,6,579,0,12,4,9,1,6,261,1,6,287,2,5,441
0,2,10,3,6,652,3,6,582,12,1,6,279,1,6,439,0,11,3
3,1,10,3,11,527,3,6,655,12,1,6,429,0,12,4,2,5,584
3,1,10,3,8,641,3,11,530,12,0,12,4,3,6,581,2,5,657
3,1,10,3,6,500,3,8,644,12,3,6,571,3,6,654,2,10,532
3,1,10,3,6,623,3,6,503,12,3,6,641,3,11,529,2,7,646
3,1,10,0,12,4,3,6,626,12,3,11,519,3,8,643,2,5,505
3,1,10,3,4,539,0,12,4,12,3,8,630,3,6,502,2,5,628
0,2,10,3,14,645,3,4,542,12,3,6,492,3,6,625,0,11,3
3,1,10,3,11,543,3,14,648,12,3,6,613,0,12,4,2,3,544
3,1,10,3,6,657,3,11,546,12,0,12,4,3,4,541,2,13,650
3,1,10,3,3,585,3,6,660,12,3,4,531,3,14,647,2,10,548
3,1,10,3,5,618,3,3,588,12,3,14,634,3,11,545,2,5,662
3,1,10,3,6,515,3,5,621,12,3,11,535,3,6,659,2,2,590
3,1,10,2,14,368,3,6,518,12,3,6,646,3,3,587,2,4,623
3,1,10,0,10,361,2,14,369,12,3,3,577,3,5,620,2,5,520
2,0,10,0,6,583,0,10,362,12,3,5,608,3,6,517,2,13,370
0,0,10,0,7,84,0,6,586,12,3,6,507,2,14,370,0,9,362
0,1,10,0,12,4,0,7,84,12,2,14,362,0,10,362,0,5,588
0,2,4,1,6,419,0,12,4,12,0,10,354,0,6,585,0,6,83
0,2,10,0,12,194,1,6,422,12,0,6,575,0,7,83,0,11,3
1,0,10,2,15,276,0,12,194,12,0,7,81,0,12,4,2,5,423
0,2,10,3,3,482,2,15,277,12,0,12,4,1,6,423,0,11,193
2,0,10,3,1,634,3,3,485,12,1,6,413,0,12,193,2,14,276
3,1,10,1,10,298,3,1,637,12,0,12,186,2,15,276,2,2,487
3,1,10,1,6,420,1,10,299,12,2,15,268,3,3,484,2,0,639
1,0,2,1,10,391,1,6,423,12,3,3,474,3,1,636,2,9,299
1,0,7,1,6,424,1,10,392,12,3,1,623,1,10,299,2,5,424
1,0,7,0,12,4,1,6,427,12,1,10,291,1,6,424,2,9,393
1,0,7,3,6,571,0,12,4,12,1,6,414,1,10,393,2,5,428
0,2,10,1,10,442,3,6,574,12,1,10,383,1,6,428,0,11,3
3,1,10,0,7,82,1,10,445,12,1,6,418,0,12,4,2,5,576
1,0,10,0,12,4,0,7,82,12,0,12,4,3,6,573,2,9,447
0,2,4,3,11,592,0,12,4,12,3,6,563,1,10,445,3,6,81
0,2,10,3,15,643,3,11,595,12,1,10,435,0,7,81,0,11,3
3,1,10,3,3,585,3,15,646,12,0,7,79,0,12,4,2,10,597
3,1,10,2,2,314,3,3,588,12,0,12,4,3,11,594,2,14,648
3,1,10,3,11,527,2,2,315,12,3,11,584,3,15,645,2,2,590
2,0,10,2,10,290,3,11,530,12,3,15,632,3,3,587,2,1,315
3,1,10,2,10,409,2,10,291,12,3,3,577,2,2,315,2,10,532
2,0,10,3,11,527,2,10,410,12,2,2,307,3,11,529,2,9,290
2,0,10,2,1,376,3,11,530,12,3,11,519,2,10,290,2,9,411
3,1,10,2,6,469,2,1,377,12,2,10,282,2,10,411,2,10,532
2,0,10,0,12,4,2,6,472,12,2,10,401,3,11,529,2,0,378
2,0,10,1,10,201,0,12,4,12,3,11,519,2,1,378,2,5,474
0,2,10,1,6,347,1,10,201,12,2,1,370,2,6,471,0,11,3
1,0,2,1,10,390,1,6,348,12,2,6,461,0,12,4,2,9,200
1,0,7,0,12,4,1,10,391,12,0,12,4,1,10,200,2,5,348
1,0,7,3,6,579,0,12,4,12,1,10,193,1,6,348,2,9,392
0,2,10,3,6,600,3,6,582,12,1,6,340,1,10,392,0,11,3
3,1,10,3,11,527,3,6,603,12,1,10,382,0,12,4,2,5,584
3,1,10,0,7,85,3,11,530,12,0,12,4,3,6,581,2,5,605
3,1,10,3,3,482,0,7,85,12,3,6,571,3,6,602,2,10,532
0,2,3,0,7,143,3,3,485,12,3,6,592,3,11,529,3,6,84
3,1,10,0,12,4,0,7,143,12,3,11,519,0,7,84,2,2,487
0,2,3,3,11,538,0,12,4,12,0,7,82,3,3,484,0,6,142
0,2,10,3,8,641,3,11,541,12,3,3,474,0,7,142,0,11,3
3,1,10,3,6,556,3,8,644,12,0,7,135,0,12,4,2,10,543
3,1,10,3,6,624,3,6,559,12,0,12,4,3,11,540,2,7,646
3,1,10,0,12,6,3,6,627,12,3,11,530,3,8,643,2,5,561
3,1,10,1,10,335,0,12,6,12,3,8,630,3,6,558,2,5,629
0,2,10,1,17,339,1,10,336,12,3,6,548,3,6,626,0,11,5
1,0,2,1,10,387,1,17,340,12,3,6,614,0,12,6,2,9,336
1,0,7,0,10,279,1,10,388,12,0,12,6,1,10,336,2,16,340
1,0,7,0,0,0,0,10,280,12,1,10,328,1,17,340,2,9,389
0,0,10,0,0,0,0,0,0,3,1,17,332,1,10,389,0,9,279
1,0,10,1,10,297,1,10,415,12,0,0,0,0,0,0,2,5,445
1,0,10,1,10,394,1,10,298,12,0,0,0,1,6,443,2,9,416
1,0,10,0,6,374,1,10,395,12,1,6,433,1,10,416,2,9,298
1,0,10,0,7,177,0,6,375,12,1,10,406,1,10,298,2,9,396
0,0,10,0,12,4,0,7,177,12,1,10,290,1,10,396,0,5,376
0,2,4,1,6,262,0,12,4,12,1,10,386,0,6,376,3,6,176
0,2,10,0,7,21,1,6,262,12,0,6,368,0,7,176,0,11,3
1,0,10,1,6,262,0,7,21,12,0,7,169,0,12,4,2,5,261
0,2,3,1,6,441,1,6,262,5,0,12,4,1,6,261,3,6,20
1,0,8,1,6,262,1,6,444,11,1,6,254,0,7,21,2,5,261
1,0,8,0,7,120,1,6,262,11,0,7,21,1,6,261,2,5,446
1,0,8,0,12,6,0,7,120,11,1,6,254,1,6,444,2,5,261
0,2,8,0,0,0,0,12,6,11,1,6,434,1,6,261,3,6,119
0,2,10,0,0,0,0,0,0,12,1,6,254,0,7,119,0,11,5
1,0,10,1,6,269,0,6,268,12,0,0,0,0,0,0,2,2,379
0,0,10,1,6,230,1,6,270,12,0,0,0,1,3,379,0,5,267
1,0,10,1,10,297,1,6,230,12,1,3,371,0,6,267,2,5,269
1,0,1,1,6,262,1,10,298,3,0,6,259,1,6,269,2,5,229
1,0,6,1,6,285,1,6,262,9,1,6,261,1,6,229,2,9,298
1,0,6,1,6,464,1,6,286,9,1,6,222,1,10,298,2,5,261
1,0,6,1,6,269,1,6,467,9,1,10,290,1,6,261,2,5,285
1,0,6,1,6,287,1,6,270,9,1,6,254,1,6,285,2,5,469
1,0,6,1,6,437,1,6,288,9,1,6,277,1,6,466,2,5,269
1,0,6,0,12,4,1,6,440,9,1,6,456,1,6,269,2,5,287
1,0,6,3,6,579,0,12,4,9,1,6,261,1,6,287,2,5,441
0,2,10,3,6,652,3,6,582,12,1,6,279,1,6,439,0,11,3
3,1,10,3,11,527,3,6,655,12,1,6,429,0,12,4,2,5,584
3,1,10,3,8,641,3,11,530,12,0,12,4,3,6,581,2,5,657
3,1,10,3,6,500,3,8,644,12,3,6,571,3,6,654,2,10,532
3,1,10,3,6,623,3,6,503,12,3,6,641,3,11,529,2,7,646
3,1,10,0,12,4,3,6,626,12,3,11,519,3,8,643,2,5,505
3,1,10,3,4,539,0,12,4,12,3,8,630,3,6,502,2,5,628
0,2,10,3,14,645,3,4,542,12,3,6,492,3,6,625,0,11,3
3,1,10,3,11,543,3,14,648,12,3,6,613,0,12,4,2,3,544
3,1,10,3,6,657,3,11,546,12,0,12,4,3,4,541,2,13,650
3,1,10,3,3,482,3,6,660,12,3,4,531,3,14,647,2,10,548
3,1,10,3,6,501,3,3,485,12,3,14,634,3,11,545,2,5,662
3,1,10,3,16,523,3,6,504,12,3,11,535,3,6,659,2,2,487
3,1,10,2,6,315,3,16,526,12,3,6,646,3,3,484,2,5,506
3,1,10,3,11,527,2,6,316,12,3,3,474,3,6,503,2,15,528
2,0,10,2,6,210,3,11,530,3,3,6,493,3,16,525,2,5,316
3,1,10,2,6,313,2,6,210,9,3,16,515,2,6,316,2,10,532
2,0,10,0,12,4,2,6,314,9,2,6,308,3,11,529,2,5,209
2,0,10,1,6,419,0,12,4,9,3,11,519,2,6,209,2,5,314
0,2,10,0,12,194,1,6,422,12,2,6,202,2,6,314,0,11,3
1,0,10,1,1,322,0,12,194,12,2,6,306,0,12,4,2,5,423
0,2,10,0,12,5,1,1,323,12,0,12,4,1,6,423,0,11,193
1,0,10,2,10,433,0,12,5,12,1,6,413,0,12,193,2,0,323
0,2,10,3,3,585,2,10,436,12,0,12,186,1,1,323,0,11,4
2,0,10,3,6,654,3,3,588,12,1,1,315,0,12,5,2,9,437
3,1,10,3,6,525,3,6,657,12,0,12,5,2,10,435,2,2,590
3,1,10,3,6,556,3,6,528,12,2,10,425,3,3,587,2,5,659
3,1,10,3,16,523,3,6,559,12,3,3,577,3,6,656,2,5,530
3,1,10,3,1,634,3,16,526,12,3,6,643,3,6,527,2,5,561
3,1,10,1,6,344,3,1,637,12,3,6,517,3,6,558,2,15,528
3,1,10,1,6,262,1,6,345,12,3,6,548,3,16,525,2,0,639
1,0,2,1,10,378,1,6,262,12,3,16,515,3,1,636,2,5,345
1,0,7,1,6,226,1,10,379,12,3,1,623,1,6,345,2,5,261
1,0,7,0,12,4,1,6,226,12,1,6,337,1,6,261,2,9,380
1,0,7,3,6,571,0,12,4,12,1,6,254,1,10,380,2,5,225
0,2,10,1,10,442,3,6,574,12,1,10,372,1,6,225,0,11,3
3,1,10,0,7,83,1,10,445,12,1,6,218,0,12,4,2,5,576
1,0,10,0,12,4,0,7,83,12,0,12,4,3,6,573,2,9,447
0,2,4,3,6,620,0,12,4,12,3,6,563,1,10,445,3,6,82
0,2,10,3,11,490,3,6,623,12,1,10,435,0,7,82,0,11,3
3,1,10,3,6,547,3,11,493,12,0,7,80,0,12,4,2,5,625
3,1,10,3,11,527,3,6,550,12,0,12,4,3,6,622,2,10,495
3,1,10,0,7,120,3,11,530,12,3,6,610,3,11,492,2,5,552
