cap,ini,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
0,2,0,7,1436,3,7,357,5,3,7,883,3,13,725,3,7,38
3,1,3,13,533,0,7,1499,10,3,13,674,0,8,38,2,6,532
0,1,0,8,12,3,13,555,11,0,8,33,3,7,527,0,6,1674
3,1,3,7,341,0,8,12,11,3,7,495,0,7,1667,2,12,730
0,2,0,14,9,3,7,357,5,0,7,1512,3,13,725,3,7,11
3,1,0,0,0,0,14,9,10,3,13,674,0,8,11,2,6,532
0,2,0,0,0,0,0,0,11,0,8,11,3,7,527,0,13,8
2,0,3,13,1206,3,15,992,11,0,0,0,0,0,0,2,1,127
3,1,3,3,280,3,13,1260,11,0,0,0,2,2,125,2,14,1167
3,1,3,7,773,3,3,289,11,2,2,116,3,15,1161,2,12,1435
3,1,0,14,47,3,7,803,11,3,15,1055,3,13,1428,2,2,464
3,1,0,0,0,0,14,49,11,3,13,1297,3,3,459,2,6,978
0,2,0,0,0,0,0,0,11,3,3,433,3,7,973,0,13,49
2,0,0,7,1332,3,3,289,11,0,0,0,0,0,0,2,11,238
3,1,0,8,38,0,7,1390,11,0,0,0,2,12,234,2,2,464
0,1,3,7,1004,0,8,39,11,2,12,219,3,3,459,0,6,1565
0,2,0,14,9,3,7,1048,5,3,3,433,0,7,1558,3,7,38
3,1,0,0,0,0,14,9,10,0,7,1414,0,8,38,2,6,1223
0,2,0,0,0,0,0,0,11,0,8,33,3,7,1217,0,13,8
2,0,3,5,1348,0,7,1727,11,0,0,0,0,0,0,2,1,127
0,1,3,11,1438,3,5,1408,11,0,0,0,2,2,125,0,6,1902
3,1,3,7,665,3,11,1501,11,2,2,116,0,7,1895,2,4,1583
3,1,3,2,541,3,7,694,11,0,7,1716,3,5,1576,2,10,1676
3,1,0,7,609,3,2,564,11,3,5,1431,3,11,1669,2,6,869
3,1,0,14,47,0,7,634,11,3,11,1514,3,7,864,2,1,739
0,1,0,0,0,0,14,49,11,3,7,795,3,2,734,0,6,809
0,2,0,0,0,0,0,0,11,3,2,682,0,7,804,0,13,49
2,0,0,7,1654,3,2,564,11,0,0,0,0,0,0,2,14,181
3,1,3,2,944,0,7,1724,11,0,0,0,2,15,179,2,1,739
0,1,0,14,9,3,2,986,11,2,15,167,3,2,734,0,6,1899
3,1,0,0,0,0,14,9,11,3,2,682,0,7,1892,2,1,1161
0,2,0,0,0,0,0,0,11,0,7,1713,3,2,1155,0,13,8
2,0,3,3,280,3,15,799,11,0,0,0,0,0,0,2,1,127
3,1,3,9,1491,3,3,289,11,0,0,0,2,2,125,2,14,974
3,1,0,7,1386,3,9,1555,11,2,2,116,3,15,969,2,2,464
3,1,3,13,533,0,7,1448,11,3,15,889,3,3,459,2,8,1730
0,1,3,3,1183,3,13,555,11,3,3,433,3,9,1723,0,6,1623
3,1,3,7,331,3,3,1237,11,3,9,1562,0,7,1616,2,12,730
3,1,0,14,47,3,7,347,11,0,7,1467,3,13,725,2,2,1412
3,1,0,0,0,0,14,49,11,3,13,674,3,3,1406,2,6,522
0,2,0,0,0,0,0,0,11,3,3,1277,3,7,517,0,13,49
2,0,3,3,1166,3,7,1086,11,0,0,0,0,0,0,2,14,181
3,1,3,7,593,3,3,1220,11,0,0,0,2,15,179,2,6,1261
3,1,3,7,347,3,7,617,11,2,15,167,3,7,1255,2,2,1395
3,1,3,9,1188,3,7,363,11,3,7,1140,3,3,1389,2,6,792
3,1,0,14,9,3,9,1242,11,3,3,1262,3,7,787,2,6,538
3,1,0,0,0,0,14,9,11,3,7,728,3,7,533,2,8,1417
0,2,0,0,0,0,0,0,11,3,7,500,3,9,1411,0,13,8
2,0,3,3,280,3,15,799,11,0,0,0,0,0,0,2,1,127
3,1,0,7,1386,3,3,289,11,0,0,0,2,2,125,2,14,974
3,1,3,13,533,0,7,1448,11,2,2,116,3,15,969,2,2,464
0,1,3,3,280,3,13,555,11,3,15,889,3,3,459,0,6,1623
3,1,0,7,832,3,3,289,11,3,3,433,0,7,1616,2,12,730
3,1,0,14,47,0,7,871,11,0,7,1467,3,13,725,2,2,464
0,1,0,0,0,0,14,49,11,3,13,674,3,3,459,0,6,1046
0,2,0,0,0,0,0,0,11,3,3,433,0,7,1041,0,13,49
0,1,0,14,9,3,7,347,11,0,0,0,0,0,0,0,14,1910
3,1,0,0,0,0,14,9,11,0,0,0,0,15,1903,2,6,522
0,2,0,0,0,0,0,0,11,0,15,1722,3,7,517,0,13,8
1,0,3,7,1353,3,5,1408,11,0,0,0,0,0,0,2,2,329
3,1,3,17,1460,3,7,1413,11,0,0,0,1,3,324,2,4,1583
3,1,3,2,1344,3,17,1524,11,1,3,307,3,5,1576,2,6,1588
3,1,3,15,603,3,2,1403,11,3,5,1431,3,7,1581,2,16,1699
3,1,0,14,47,3,15,628,11,3,7,1436,3,17,1692,2,1,1578
3,1,0,0,0,0,14,49,11,3,17,1536,3,2,1571,2,14,803
0,2,0,0,0,0,0,0,11,3,2,1426,3,15,798,0,13,49
2,0,0,0,0,0,14,9,11,0,0,0,0,0,0,2,6,300
0,2,0,0,0,0,0,0,11,0,0,0,2,7,296,0,13,8
2,0,3,3,384,3,15,800,11,0,0,0,0,0,0,2,8,369
3,1,3,9,1492,3,3,401,11,0,0,0,2,9,364,2,14,975
3,1,3,7,446,3,9,1556,11,2,9,343,3,15,970,2,2,576
3,1,3,7,1281,3,7,465,11,3,15,890,3,3,571,2,8,1731
3,1,0,14,47,3,7,1338,11,3,3,535,3,9,1724,2,6,640
3,1,0,0,0,0,14,49,11,3,9,1563,3,7,635,2,6,1513
0,2,0,0,0,0,0,0,11,3,7,592,3,7,1506,0,13,49
0,1,3,4,724,3,7,527,11,0,0,0,0,0,0,0,6,1902
3,1,3,17,995,3,4,754,11,0,0,0,0,7,1895,2,6,702
3,1,0,7,1657,3,17,1039,11,0,7,1716,3,7,697,2,3,929
3,1,3,7,432,0,7,1727,11,3,7,648,3,4,924,2,16,1214
0,1,3,18,849,3,7,449,11,3,4,847,3,17,1208,0,6,1902
3,1,3,13,640,3,18,888,11,3,17,1100,0,7,1895,2,6,624
3,1,3,7,1569,3,13,667,11,0,7,1716,3,7,619,2,17,1063
3,1,0,14,9,3,7,1636,11,3,7,578,3,18,1058,2,12,842
3,1,0,0,0,0,14,9,11,3,18,966,3,13,837,2,6,1811
0,2,0,0,0,0,0,0,11,3,13,772,3,7,1804,0,13,8
2,0,3,5,1348,0,7,1727,11,0,0,0,0,0,0,2,1,371
0,1,3,15,1429,3,5,1408,11,0,0,0,2,2,366,0,6,1902
3,1,3,18,630,3,15,1492,11,2,2,345,0,7,1895,2,4,1583
3,1,3,7,470,3,18,655,11,0,7,1716,3,5,1576,2,14,1667
3,1,3,7,715,3,7,490,11,3,5,1431,3,15,1660,2,17,830
3,1,3,9,1470,3,7,744,11,3,15,1506,3,18,825,2,6,665
3,1,3,7,1199,3,9,1534,11,3,18,760,3,7,660,2,6,919
3,1,0,14,47,3,7,1253,11,3,7,615,3,7,914,2,8,1709
3,1,0,0,0,0,14,49,11,3,7,839,3,9,1702,2,6,1428
0,2,0,0,0,0,0,0,11,3,9,1545,3,7,1421,0,13,49
0,0,0,0,0,0,14,49,11,0,0,0,0,0,0,0,1,355
0,2,0,0,0,0,0,0,11,0,0,0,0,2,350,0,13,49
0,0,3,15,880,3,2,564,11,0,0,0,0,0,0,0,6,134
3,1,3,9,787,3,15,920,11,0,0,0,0,7,132,2,1,739
3,1,0,7,1104,3,9,819,11,0,7,122,3,2,734,2,14,1095
3,1,3,13,640,0,7,1155,11,3,2,682,3,15,1090,2,8,994
0,1,3,7,470,3,13,667,11,3,15,992,3,9,989,0,6,1330
3,1,0,14,9,3,7,490,11,3,9,907,0,7,1324,2,12,842
3,1,0,0,0,0,14,9,11,0,7,1201,3,13,837,2,6,665
0,2,0,0,0,0,0,0,11,3,13,772,3,7,660,0,13,8
0,0,3,15,1545,3,2,1403,11,0,0,0,0,0,0,0,11,399
3,1,0,8,14,3,15,1612,11,0,0,0,0,12,394,2,1,1578
3,1,3,7,341,0,8,14,11,0,12,371,3,2,1571,2,14,1787
0,2,3,5,1267,3,7,357,5,3,2,1426,3,15,1780,3,7,13
3,1,3,7,1353,3,5,1322,10,3,15,1614,0,8,13,2,6,532
3,1,3,17,1460,3,7,1413,11,0,8,13,3,7,527,2,4,1497
3,1,3,1,966,3,17,1524,11,3,7,495,3,5,1490,2,6,1588
3,1,0,14,9,3,1,1009,11,3,5,1354,3,7,1581,2,16,1699
3,1,0,0,0,0,14,9,11,3,7,1436,3,17,1692,2,0,1184
0,2,0,0,0,0,0,0,11,3,17,1536,3,1,1178,0,13,8
1,0,3,13,640,0,7,1155,11,0,0,0,0,0,0,2,2,52
0,1,3,7,470,3,13,667,11,0,0,0,1,3,51,0,6,1330
3,1,3,15,880,3,7,490,11,1,3,46,0,7,1324,2,12,842
3,1,3,7,1576,3,15,920,11,0,7,1201,3,13,837,2,6,665
3,1,0,14,9,3,7,1643,11,3,13,772,3,7,660,2,14,1095
3,1,0,0,0,0,14,9,11,3,7,615,3,15,1090,2,6,1818
0,2,0,0,0,0,0,0,11,3,15,992,3,7,1811,0,13,8
0,1,0,14,47,3,18,493,11,0,0,0,0,0,0,0,6,1902
3,1,0,0,0,0,14,49,11,0,0,0,0,7,1895,2,17,668
0,2,0,0,0,0,0,0,11,0,7,1716,3,18,663,0,13,49
0,0,3,15,880,3,2,564,11,0,0,0,0,0,0,0,6,134
3,1,3,3,1166,3,15,920,11,0,0,0,0,7,132,2,1,739
3,1,3,9,1469,3,3,1220,11,0,7,122,3,2,734,2,14,1095
3,1,3,7,474,3,9,1533,11,3,2,682,3,15,1090,2,2,1395
3,1,3,4,724,3,7,495,11,3,15,992,3,3,1389,2,8,1708
3,1,3,3,1166,3,4,754,11,3,3,1262,3,9,1701,2,6,670
3,1,3,7,1122,3,3,1220,11,3,9,1544,3,7,665,2,3,929
3,1,0,14,9,3,7,1174,11,3,7,618,3,4,924,2,2,1395
3,1,0,0,0,0,14,9,11,3,4,847,3,3,1389,2,6,1349
0,2,0,0,0,0,0,0,11,3,3,1262,3,7,1343,0,13,8
2,0,0,0,0,0,14,9,11,0,0,0,0,0,0,2,14,412
0,2,0,0,0,0,0,0,11,0,0,0,2,15,407,0,13,8
0,0,3,7,468,3,13,1321,11,0,0,0,0,0,0,0,14,184
3,1,0,14,9,3,7,488,11,0,0,0,0,15,182,2,12,1496
3,1,0,0,0,0,14,9,11,0,15,170,3,13,1489,2,6,663
0,2,0,0,0,0,0,0,11,3,13,1353,3,7,658,0,13,8
2,0,0,14,47,3,7,904,11,0,0,0,0,0,0,2,14,425
3,1,0,0,0,0,14,49,11,0,0,0,2,15,420,2,6,1079
0,2,0,0,0,0,0,0,11,2,15,394,3,7,1074,0,13,49
2,0,0,0,0,0,14,9,11,0,0,0,0,0,0,2,14,426
0,2,0,0,0,0,0,0,11,0,0,0,2,15,421,0,13,8
2,0,0,14,47,3,7,1194,11,0,0,0,0,0,0,2,14,425
3,1,0,0,0,0,14,49,11,0,0,0,2,15,420,2,6,1369
0,2,0,0,0,0,0,0,11,2,15,394,3,7,1363,0,13,49
2,0,3,7,1141,0,8,38,11,0,0,0,0,0,0,2,14,426
0,2,0,14,9,3,7,1194,11,0,0,0,2,15,421,3,7,37
3,1,0,0,0,0,14,9,11,2,15,395,0,8,37,2,6,1369
0,2,0,0,0,0,0,0,11,0,8,32,3,7,1363,0,13,8
2,0,3,5,1348,0,7,1727,11,0,0,0,0,0,0,2,1,371
0,1,3,15,501,3,5,1408,11,0,0,0,2,2,366,0,6,1902
3,1,3,3,280,3,15,522,11,2,2,345,0,7,1895,2,4,1583
3,1,0,12,225,3,3,289,11,0,7,1716,3,5,1576,2,14,697
3,1,0,14,47,0,12,231,11,3,5,1431,3,15,692,2,2,464
0,0,0,0,0,0,14,49,11,3,15,643,3,3,459,0,11,350
0,2,0,0,0,0,0,0,11,3,3,433,0,12,345,0,13,49
2,0,3,2,1451,3,7,1150,11,0,0,0,0,0,0,2,10,197
3,1,3,2,370,3,2,1515,11,0,0,0,2,11,195,2,6,1325
3,1,0,14,9,3,2,386,11,2,11,181,3,7,1319,2,1,1690
3,1,0,0,0,0,14,9,11,3,7,1197,3,2,1683,2,1,561
0,2,0,0,0,0,0,0,11,3,2,1527,3,2,556,0,13,8
2,0,3,7,1120,3,2,1515,11,0,0,0,0,0,0,2,14,296
3,1,3,7,1083,3,7,1172,11,0,0,0,2,15,292,2,1,1690
3,1,3,7,1145,3,7,1132,11,2,15,276,3,2,1683,2,6,1347
3,1,3,7,1055,3,7,1198,11,3,2,1527,3,7,1341,2,6,1307
3,1,3,18,708,3,7,1102,11,3,7,1217,3,7,1301,2,6,1373
3,1,3,7,1095,3,18,737,11,3,7,1183,3,7,1367,2,6,1277
3,1,0,14,9,3,7,1144,11,3,7,1240,3,7,1271,2,17,912
3,1,0,0,0,0,14,9,11,3,7,1155,3,18,907,2,6,1319
0,2,0,0,0,0,0,0,11,3,18,833,3,7,1313,0,13,8
2,0,3,3,280,3,15,920,11,0,0,0,0,0,0,2,8,370
3,1,3,9,1491,3,3,289,11,0,0,0,2,9,365,2,14,1095
3,1,3,1,1288,3,9,1555,11,2,9,344,3,15,1090,2,2,464
3,1,0,7,961,3,1,1345,11,3,15,992,3,3,459,2,8,1730
3,1,3,18,630,0,7,1004,11,3,3,433,3,9,1723,2,0,1520
0,1,3,7,312,3,18,655,11,3,9,1562,3,1,1513,0,6,1179
3,1,0,14,47,3,7,328,11,3,1,1372,0,7,1173,2,17,830
3,1,0,0,0,0,14,49,11,0,7,1067,3,18,825,2,6,503
0,2,0,0,0,0,0,0,11,3,18,760,3,7,498,0,13,49
2,0,3,1,436,3,2,1515,11,0,0,0,0,0,0,2,1,209
3,1,0,14,9,3,1,453,11,0,0,0,2,2,207,2,1,1690
3,1,0,0,0,0,14,9,11,2,2,192,3,2,1683,2,0,628
0,2,0,0,0,0,0,0,11,3,2,1527,3,1,623,0,13,8
2,0,3,3,280,0,7,1727,11,0,0,0,0,0,0,2,8,370
0,1,0,7,1013,3,3,289,11,0,0,0,2,9,365,0,6,1902
3,1,3,7,684,0,7,1058,11,2,9,344,0,7,1895,2,2,464
0,1,3,7,312,3,7,713,11,0,7,1716,3,3,459,0,6,1233
3,1,0,14,47,3,7,328,11,3,3,433,0,7,1227,2,6,888
3,1,0,0,0,0,14,49,11,0,7,1115,3,7,883,2,6,503
0,2,0,0,0,0,0,0,11,3,7,810,3,7,498,0,13,49
2,0,3,7,1087,3,3,1237,11,0,0,0,0,0,0,2,14,182
3,1,0,14,9,3,7,1136,11,0,0,0,2,15,180,2,2,1412
3,1,0,0,0,0,14,9,11,2,15,168,3,3,1406,2,6,1311
0,2,0,0,0,0,0,0,11,3,3,1277,3,7,1305,0,13,8
2,0,3,3,1166,3,7,807,11,0,0,0,0,0,0,2,1,127
3,1,3,7,1353,3,3,1220,11,0,0,0,2,2,125,2,6,982
3,1,3,17,842,3,7,1413,11,2,2,116,3,7,977,2,2,1395
3,1,0,14,47,3,17,881,11,3,7,896,3,3,1389,2,6,1588
3,1,0,0,0,0,14,49,11,3,3,1262,3,7,1581,2,16,1056
0,2,0,0,0,0,0,0,11,3,7,1436,3,17,1051,0,13,49
0,0,0,0,0,0,14,49,11,0,0,0,0,0,0,0,1,355
0,2,0,0,0,0,0,0,11,0,0,0,0,2,350,0,13,49
2,0,3,17,1019,3,7,1485,11,0,0,0,0,0,0,2,14,377
3,1,3,4,724,3,17,1064,11,0,0,0,2,15,372,2,6,1660
3,1,3,17,778,3,4,754,11,2,15,351,3,7,1653,2,16,1239
3,1,0,14,9,3,17,810,11,3,7,1499,3,17,1233,2,3,929
3,1,0,0,0,0,14,9,11,3,17,1121,3,4,924,2,16,985
0,2,0,0,0,0,0,0,11,3,4,847,3,17,980,0,13,8
1,0,3,15,853,3,5,1408,11,0,0,0,0,0,0,2,2,329
3,1,3,2,660,3,15,892,11,0,0,0,1,3,324,2,4,1583
3,1,3,7,702,3,2,689,11,1,3,307,3,5,1576,2,14,1067
3,1,0,14,47,3,7,731,11,3,5,1431,3,15,1062,2,1,864
3,1,0,0,0,0,14,49,11,3,15,969,3,2,859,2,6,906
0,2,0,0,0,0,0,0,11,3,2,792,3,7,901,0,13,49
2,0,3,3,280,3,17,1615,11,0,0,0,0,0,0,2,14,215
3,1,3,7,467,3,3,289,11,0,0,0,2,15,213,2,16,1790
3,1,3,13,640,3,7,487,11,2,15,198,3,17,1783,2,2,464
3,1,0,7,562,3,13,667,11,3,17,1616,3,3,459,2,6,662
3,1,0,14,9,0,7,585,11,3,3,433,3,7,657,2,12,842
0,1,0,0,0,0,14,9,11,3,7,612,3,13,837,0,6,760
0,2,0,0,0,0,0,0,11,3,13,772,0,7,755,0,13,8
2,0,3,17,1531,3,13,667,11,0,0,0,0,0,0,2,6,219
3,1,3,18,582,3,17,1598,11,0,0,0,2,7,217,2,12,842
3,1,3,3,280,3,18,605,11,2,7,202,3,13,837,2,16,1773
3,1,3,17,803,3,3,289,11,3,13,772,3,17,1766,2,17,780
3,1,0,14,47,3,17,836,11,3,17,1603,3,18,775,2,2,464
3,1,0,0,0,0,14,49,11,3,18,716,3,3,459,2,16,1011
0,2,0,0,0,0,0,0,11,3,3,433,3,17,1006,0,13,49
2,0,0,0,0,0,14,9,11,0,0,0,0,0,0,2,14,220
0,2,0,0,0,0,0,0,11,0,0,0,2,15,218,0,13,8
2,0,3,3,1166,3,15,920,11,0,0,0,0,0,0,2,8,370
3,1,3,9,1469,3,3,1220,11,0,0,0,2,9,365,2,14,1095
3,1,3,1,1289,3,9,1533,11,2,9,344,3,15,1090,2,2,1395
3,1,3,7,1566,3,1,1346,11,3,15,992,3,3,1389,2,8,1708
3,1,0,14,47,3,7,1633,11,3,3,1262,3,9,1701,2,0,1521
3,1,0,0,0,0,14,49,11,3,9,1544,3,1,1514,2,6,1808
0,2,0,0,0,0,0,0,11,3,1,1373,3,7,1801,0,13,49
2,0,3,13,533,3,17,1029,11,0,0,0,0,0,0,2,14,181
3,1,3,3,384,3,13,555,11,0,0,0,2,15,179,2,16,1204
3,1,3,7,451,3,3,401,11,2,15,167,3,17,1198,2,12,730
3,1,3,4,724,3,7,470,11,3,17,1090,3,13,725,2,2,576
3,1,3,17,1008,3,4,754,11,3,13,674,3,3,571,2,6,645
3,1,3,11,1149,3,17,1052,11,3,3,535,3,7,640,2,3,929
3,1,3,7,459,3,11,1203,11,3,7,595,3,4,924,2,16,1227
3,1,3,18,708,3,7,478,11,3,4,847,3,17,1221,2,10,1378
3,1,3,9,1069,3,18,737,11,3,17,1111,3,11,1372,2,6,653
3,1,3,7,1197,3,9,1118,11,3,11,1245,3,7,648,2,17,912
3,1,0,14,9,3,7,1251,11,3,7,603,3,18,907,2,8,1293
3,1,0,0,0,0,14,9,11,3,18,833,3,9,1287,2,6,1426
0,2,0,0,0,0,0,0,11,3,9,1169,3,7,1420,0,13,8
2,0,0,7,1319,3,7,805,11,0,0,0,0,0,0,2,1,209
3,1,3,4,1184,0,7,1377,11,0,0,0,2,2,207,2,6,980
0,1,3,13,1266,3,4,1238,11,2,2,192,3,7,975,0,6,1552
3,1,0,7,1286,3,13,1321,11,3,7,894,0,7,1545,2,3,1413
3,1,3,7,831,0,7,1343,11,0,7,1402,3,4,1407,2,12,1496
0,1,0,14,47,3,7,870,11,3,4,1278,3,13,1489,0,6,1518
3,1,0,0,0,0,14,49,11,3,13,1353,0,7,1511,2,6,1045
0,2,0,0,0,0,0,0,11,0,7,1371,3,7,1040,0,13,49
2,0,0,7,832,3,3,289,11,0,0,0,0,0,0,2,4,354
3,1,3,15,1279,0,7,871,11,0,0,0,2,5,349,2,2,464
0,1,0,14,9,3,15,1336,11,2,5,330,3,3,459,0,6,1046
3,1,0,0,0,0,14,9,11,3,3,433,0,7,1041,2,14,1511
0,2,0,0,0,0,0,0,11,0,7,954,3,15,1504,0,13,8
2,0,3,5,1348,3,18,737,11,0,0,0,0,0,0,2,11,218
3,1,3,15,839,3,5,1408,11,0,0,0,2,12,216,2,17,912
3,1,3,2,1305,3,15,878,11,2,12,201,3,18,907,2,4,1583
3,1,0,14,47,3,2,1363,11,3,18,833,3,5,1576,2,14,1053
3,1,0,0,0,0,14,49,11,3,5,1431,3,15,1048,2,1,1538
0,2,0,0,0,0,0,0,11,3,15,956,3,2,1531,0,13,49
2,0,3,5,1348,3,18,737,11,0,0,0,0,0,0,2,14,220
3,1,3,15,844,3,5,1408,11,0,0,0,2,15,218,2,17,912
3,1,0,14,9,3,15,883,11,2,15,203,3,18,907,2,4,1583
3,1,0,0,0,0,14,9,11,3,18,833,3,5,1576,2,14,1058
0,2,0,0,0,0,0,0,11,3,5,1431,3,15,1053,0,13,8
2,0,3,2,1155,3,7,1179,11,0,0,0,0,0,0,2,4,400
3,1,3,7,775,3,2,1209,11,0,0,0,2,5,395,2,6,1354
3,1,3,3,280,3,7,806,11,2,5,372,3,7,1348,2,1,1384
3,1,3,9,1065,3,3,289,11,3,7,1223,3,2,1378,2,6,981
3,1,0,7,1306,3,9,1114,11,3,2,1251,3,7,976,2,2,464
3,1,0,14,47,0,7,1364,11,3,7,895,3,3,459,2,8,1289
0,1,0,0,0,0,14,49,11,3,3,433,3,9,1283,0,6,1539
0,2,0,0,0,0,0,0,11,3,9,1165,0,7,1532,0,13,49
0,0,0,0,0,0,14,9,11,0,0,0,0,0,0,0,6,327
0,2,0,0,0,0,0,0,11,0,0,0,0,7,322,0,13,8
2,0,3,7,1097,3,10,1409,11,0,0,0,0,0,0,2,12,123
3,1,3,2,293,3,7,1146,11,0,0,0,2,13,121,2,9,1584
3,1,0,14,47,3,2,307,11,2,13,112,3,10,1577,2,6,1321
3,1,0,0,0,0,14,49,11,3,10,1432,3,7,1315,2,1,482
0,2,0,0,0,0,0,0,11,3,7,1194,3,2,477,0,13,49
2,0,3,7,1111,3,3,289,11,0,0,0,0,0,0,2,12,123
3,1,3,4,724,3,7,1162,11,0,0,0,2,13,121,2,2,464
3,1,3,13,533,3,4,754,11,2,13,112,3,3,459,2,6,1337
3,1,3,3,1183,3,13,555,11,3,3,433,3,7,1331,2,3,929
3,1,3,7,864,3,3,1237,11,3,7,1208,3,4,924,2,12,730
3,1,0,14,9,3,7,904,11,3,4,847,3,13,725,2,2,1412
3,1,0,0,0,0,14,9,11,3,13,674,3,3,1406,2,6,1079
0,2,0,0,0,0,0,0,11,3,3,1277,3,7,1074,0,13,8
2,0,3,9,1341,0,14,7,11,0,0,0,0,0,0,2,1,58
0,2,0,7,1657,3,9,1400,11,0,0,0,2,2,57,0,13,6
3,1,3,3,280,0,7,1727,11,2,2,51,0,14,7,2,8,1575
0,1,3,7,291,3,3,289,11,0,14,7,3,9,1568,0,6,1902
3,1,3,2,1039,3,7,305,11,3,9,1423,0,7,1895,2,2,464
3,1,3,1,960,3,2,1084,11,0,7,1716,3,3,459,2,6,480
3,1,3,18,630,3,1,1003,11,3,3,433,3,7,475,2,1,1259
3,1,3,9,1491,3,18,655,11,3,7,449,3,2,1253,2,0,1178
3,1,3,7,1621,3,9,1555,11,3,2,1139,3,1,1172,2,17,830
3,1,0,14,47,3,7,1690,11,3,1,1066,3,18,825,2,8,1730
3,1,0,0,0,0,14,49,11,3,18,760,3,9,1723,2,6,1865
0,2,0,0,0,0,0,0,11,3,9,1562,3,7,1858,0,13,49
0,1,3,7,1103,3,17,1524,11,0,0,0,0,0,0,0,6,1902
3,1,0,14,9,3,7,1153,11,0,0,0,0,7,1895,2,16,1699
3,1,0,0,0,0,14,9,11,0,7,1716,3,17,1692,2,6,1328
0,2,0,0,0,0,0,0,11,3,17,1536,3,7,1322,0,13,8
2,0,3,3,384,0,7,1564,11,0,0,0,0,0,0,2,8,369
0,1,3,9,1492,3,3,401,11,0,0,0,2,9,364,0,6,1739
3,1,3,1,1291,3,9,1556,11,2,9,343,0,7,1732,2,2,576
3,1,0,7,1283,3,1,1349,11,0,7,1571,3,3,571,2,8,1731
3,1,0,14,47,0,7,1340,11,3,3,535,3,9,1724,2,0,1524
0,1,0,0,0,0,14,49,11,3,9,1563,3,1,1517,0,6,1515
0,2,0,0,0,0,0,0,11,3,1,1376,0,7,1508,0,13,49
0,1,3,10,1580,3,17,881,11,0,0,0,0,0,0,0,6,1902
3,1,3,2,424,3,10,1647,11,0,0,0,0,7,1895,2,16,1056
3,1,3,18,850,3,2,441,11,0,7,1716,3,17,1051,2,9,1822
3,1,0,14,9,3,18,889,11,3,17,959,3,10,1815,2,1,616
3,1,0,0,0,0,14,9,11,3,10,1646,3,2,611,2,17,1064
0,2,0,0,0,0,0,0,11,3,2,570,3,18,1059,0,13,8
1,0,0,7,1657,3,5,1408,11,0,0,0,0,0,0,2,2,329
3,1,3,5,1348,0,7,1727,11,0,0,0,1,3,324,2,4,1583
0,1,3,15,839,3,5,1408,11,1,3,307,3,5,1576,0,6,1902
3,1,3,7,1126,3,15,878,11,3,5,1431,0,7,1895,2,4,1583
3,1,3,9,1492,3,7,1178,11,0,7,1716,3,5,1576,2,14,1053
3,1,3,7,947,3,9,1556,11,3,5,1431,3,15,1048,2,6,1353
3,1,3,13,640,3,7,989,11,3,15,956,3,7,1347,2,8,1731
3,1,3,7,1010,3,13,667,11,3,7,1222,3,9,1724,2,6,1164
3,1,0,14,47,3,7,1054,11,3,9,1563,3,7,1158,2,12,842
3,1,0,0,0,0,14,49,11,3,7,1052,3,13,837,2,6,1229
0,2,0,0,0,0,0,0,11,3,13,772,3,7,1223,0,13,49
2,0,3,3,1183,3,17,1680,11,0,0,0,0,0,0,2,14,456
3,1,3,7,459,3,3,1237,11,0,0,0,2,15,451,2,16,1855
3,1,0,14,9,3,7,478,11,2,15,425,3,17,1848,2,2,1412
3,1,0,0,0,0,14,9,11,3,17,1677,3,3,1406,2,6,653
0,2,0,0,0,0,0,0,11,3,3,1277,3,7,648,0,13,8
2,0,3,3,1166,0,7,1727,11,0,0,0,0,0,0,2,8,370
0,1,3,9,1469,3,3,1220,11,0,0,0,2,9,365,0,6,1902
3,1,3,1,1038,3,9,1533,11,2,9,344,0,7,1895,2,2,1395
3,1,3,7,668,3,1,1083,11,0,7,1716,3,3,1389,2,8,1708
3,1,0,14,47,3,7,697,11,3,3,1262,3,9,1701,2,0,1258
3,1,0,0,0,0,14,49,11,3,9,1544,3,1,1252,2,6,872
0,2,0,0,0,0,0,0,11,3,1,1138,3,7,867,0,13,49
0,1,3,3,1585,3,17,571,11,0,0,0,0,0,0,0,6,1902
3,1,3,1,435,3,3,1652,11,0,0,0,0,7,1895,2,16,746
3,1,3,7,466,3,1,452,11,0,7,1716,3,17,741,2,2,1827
3,1,0,14,9,3,7,486,11,3,17,689,3,3,1820,2,0,627
3,1,0,0,0,0,14,9,11,3,3,1651,3,1,622,2,6,661
0,2,0,0,0,0,0,0,11,3,1,581,3,7,656,0,13,8
1,0,3,7,784,3,5,1408,11,0,0,0,0,0,0,2,2,329
3,1,3,18,630,3,7,816,11,0,0,0,1,3,324,2,4,1583
3,1,3,7,1621,3,18,655,11,1,3,307,3,5,1576,2,6,991
3,1,0,14,47,3,7,1690,11,3,5,1431,3,7,986,2,17,830
3,1,0,0,0,0,14,49,11,3,7,904,3,18,825,2,6,1865
0,2,0,0,0,0,0,0,11,3,18,760,3,7,1858,0,13,49
2,0,0,14,9,3,7,1104,11,0,0,0,0,0,0,2,4,374
3,1,0,0,0,0,14,9,11,0,0,0,2,5,369,2,6,1279
0,2,0,0,0,0,0,0,11,2,5,348,3,7,1273,0,13,8
2,0,0,7,641,3,9,335,11,0,0,0,0,0,0,2,11,429
